District_Name,Fiscal_Year,Fund_Code,Function_Code,School_Code,Program_Code,Object_Code,Account_Name,Description,Budget,Encumbrance,Amount,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_Year,BatchNo
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The Van Gogh deception -- Hick,0,0,12.81,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Code girls : the true story of,0,0,13.41,1/9/2020,P,2000499,1200009932,68512,,1350,"Follett School Solutions, Inc.",596862F,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",,Ribblestrop : life is dangero,0,0,1/13/1900,9-Jan-20,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The wind in the willows -- Gra,0,0,13.41,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","3D printing : science, technol",0,0,14.21,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Making robots : science, techn",0,0,14.21,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","3 of a kind -- Gavin, Rohan",0,0,14.64,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Briar and Rose and Jack -- Cov,0,0,14.64,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",,"From you to me -- Holt, K. A",0,0,1/14/1900,9-Jan-20,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The unspeakable unknown -- Sap,0,0,14.64,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",A sky full of stars -- Jackson,0,0,14.64,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Pay attention, Carter Jones --",0,0,14.64,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The boy on the wooden box : ho,0,0,15.01,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",To the moon! : the true story,0,0,15.01,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Deforestation and habitat loss,0,0,15.41,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Elevators -- Larson, Kirsten W",0,0,15.41,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The hyena scientist -- Montgom,0,0,16.34,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",To Pluto & beyond : the amazin,0,0,16.34,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Impact! : asteroids and the sc,0,0,16.34,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","UnWholly -- Shusterman, Neal",0,0,17.19,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Case closed? : nine mysteries,0,0,17.51,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Clean water -- Labrecque, Elle",0,0,17.91,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Animal farm : the graphic nove,0,0,18.9,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Refugee -- Gratz, Alan",0,0,18.91,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The girl who drew butterflies,0,0,19.61,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Camp Panda : helping cubs retu,0,0,19.61,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The village of round and squar,0,0,20.23,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Mighty Jack and Zita the space,0,0,20.51,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",A drop of water : a book of sc,0,0,21.01,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Robot competitions -- Lindeen,",0,0,22.04,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Law enforcement robots -- Lind,0,0,22.04,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Gravity -- Hunter, Nick",0,0,23.54,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Robots, drones, and radar : el",0,0,24.04,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Zoo scientists to the rescue -,0,0,25.04,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",,[Set/Series] Time Museum (2 i,0,0,2/10/1900,9-Jan-20,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Shelf ready Processing,0,0,45.32,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The tell-tale heart and other,0,0,3.87,1/9/2020,P,2000499,1200009932,68513,,1350,"Follett School Solutions, Inc.",596862,20,215
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Shelf Ready processing,0,0,26.68,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Chloe (5 items), ,FBG, ,1/1/1900, ,,,0,0,64.04,18-Jun-20,P,2000810,1200010312
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Loud House-Graphic Novels (10,0,0,112.88,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Shelf Ready processing,0,0,3.94,6/18/2020,P,2000810,1200010312,70279,,1350,"Follett School Solutions, Inc.",700171F,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","A twist of fate -- Friedman, L",0,0,12.24,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Truth and kisses -- Friedman,",0,0,12.24,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Too much drama -- Friedman, La",0,0,12.24,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","The swap -- Shull, Megan",0,0,13.41,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Project (un)popular -- Tracy,",0,0,13.41,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The Whydah : a pirate ship fea,0,0,14.11,6/18/2020,P,2000810,1200010312,70279,,1350,"Follett School Solutions, Inc.",700171F,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Amal unbound -- Saeed, Aisha",0,0,14.21,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Well, that was awkward -- Vail",0,0,14.21,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",The night diary -- Hiranandani,0,0,14.21,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Charlie Hernandez & the league,0,0,14.21,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","3D printing -- Gitlin, Marty",0,0,17.91,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","3D printing -- O'Neill, Terenc",0,0,17.91,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Too good to be true -- Friedma,0,0,17.95,6/18/2020,P,2000810,1200010312,70279,,1350,"Follett School Solutions, Inc.",700171F,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Can you say catastrophe? -- Fr,0,0,17.95,6/18/2020,P,2000810,1200010312,70279,,1350,"Follett School Solutions, Inc.",700171F,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Love or something like it -- F,0,0,17.95,6/18/2020,P,2000810,1200010312,70279,,1350,"Follett School Solutions, Inc.",700171F,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Each tiny spark -- Cartaya, Pa",0,0,18.91,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",I can make this promise -- Day,0,0,18.91,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Look both ways : a tale told i,0,0,19.61,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Torpedoed : the true story of,0,0,21.01,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Almost astronauts : 13 women w,0,0,21.25,6/18/2020,P,2000810,1200010312,70281,,1350,"Follett School Solutions, Inc.",700171,20,472
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Shelf Ready Processing,0,0,0,8/15/2019,O,2000195, , ,,6790,Junior Library Guild          ,                   ,20,32
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Reading Counts DJHS Licenses,0,0,0,8/15/2019,O,2000190, , ,,356,Houghton Mifflin Harcourt     ,                   ,20,32
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",After Zero-paperback book,0,0,0,6/30/2020,O,2000808, , ,,318,Barnes and Noble              ,                   ,20,534
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED",Zoo scientists to the rescue -,0,0,0,6/30/2020,P,2000499, ,68513,,1350,"Follett School Solutions, Inc.",                   ,20,534
Delta/Greely School District,20,100,552,350,000,450,"SUPPLIES, MATERIALS & MED","Well, that was awkward -- Vail",0,0,0,6/30/2020,P,2000810, ,70281,,1350,"Follett School Solutions, Inc.",                   ,20,534
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,August 2 Payroll,0,0,3354.82,8/1/2019,J,1750, , ,,         ,                              ,                   ,20,20
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Aug 16 Payroll,0,0,3354.82,8/28/2019,J,1766, , ,,         ,                              ,                   ,20,48
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,August 30 Payroll,0,0,3354.82,8/29/2019,J,1767, , ,,         ,                              ,                   ,20,53
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Sept 13 Payroll,0,0,3354.82,9/13/2019,J,1768, , ,,         ,                              ,                   ,20,71
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Sept 27 Payroll,0,0,3354.82,10/3/2019,J,1808, , ,,         ,                              ,                   ,20,97
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Oct 11 Payroll,0,0,3354.82,10/11/2019,J,1809, , ,,         ,                              ,                   ,20,105
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,October 25 Payroll,0,0,3354.82,10/25/2019,J,1835, , ,,         ,                              ,                   ,20,124
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Nov 8 Payroll,0,0,3354.82,11/8/2019,J,1841, , ,,         ,                              ,                   ,20,146
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Nov 22 Payroll & Rebate,0,0,3354.82,11/26/2019,J,1851, , ,,         ,                              ,                   ,20,170
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Dec 6 Payroll,0,0,3354.82,12/6/2019,J,1856, , ,,         ,                              ,                   ,20,182
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Dec 20 Payroll,0,0,3354.82,12/20/2019,J,1857, , ,,         ,                              ,                   ,20,202
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,January 3 Payroll,0,0,3354.82,1/6/2020,J,1860, , ,,         ,                              ,                   ,20,211
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Jan 17 Payroll,0,0,3354.82,1/29/2020,J,1863, , ,,         ,                              ,                   ,20,275
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Jan 31 Payroll,0,0,3354.82,2/13/2020,J,1866, , ,,         ,                              ,                   ,20,289
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Feb 14 Payroll,0,0,3354.82,2/25/2020,J,1868, , ,,         ,                              ,                   ,20,325
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,Feb 28 Payroll,0,0,3354.82,2/28/2020,J,1869, , ,,         ,                              ,                   ,20,349
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,March 13 Payroll,0,0,3354.82,3/25/2020,J,1870, , ,,         ,                              ,                   ,20,368
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,March 27 Payroll,0,0,3354.82,3/31/2020,J,1871, , ,,         ,                              ,                   ,20,379
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,April 10 Payroll,0,0,3354.82,4/10/2020,J,1872, , ,,         ,                              ,                   ,20,390
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,April 24 Payroll,0,0,3354.82,4/23/2020,J,1875, , ,,         ,                              ,                   ,20,405
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,May 8 Payroll,0,0,3354.82,5/19/2020,J,1878, , ,,         ,                              ,                   ,20,430
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,May 22 Fringe,0,0,3354.82,5/22/2020,J,1879, , ,,         ,                              ,                   ,20,433
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,June 5 Payroll,0,0,3354.82,6/18/2020,J,1884, , ,,         ,                              ,                   ,20,473
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,June 19 & June 22 Payrolls,0,0,3354.82,6/19/2020,J,1886, , ,,         ,                              ,                   ,20,475
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,July 17 Cert Payroll,0,0,3354.75,6/30/2020,J,1889, , ,,         ,                              ,                   ,20,491
Delta/Greely School District,20,100,552,400,000,313,PRINCIPAL-ASST. PRINCIPAL,July 2 Cert Payroll,0,0,3354.82,6/30/2020,J,1888, , ,,         ,                              ,                   ,20,484
Delta/Greely School District,20,100,552,400,000,319,Certified Leave Cash In,Nov 8 Payroll,0,0,2127.47,11/8/2019,J,1841, , ,,         ,                              ,                   ,20,146
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Sept 13 Payroll,0,0,739.51,9/13/2019,J,1768, , ,,         ,                              ,                   ,20,71
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Sept 27 Payroll,0,0,739.51,10/3/2019,J,1808, , ,,         ,                              ,                   ,20,97
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Oct 11 Payroll,0,0,739.51,10/11/2019,J,1809, , ,,         ,                              ,                   ,20,105
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,October 25 Payroll,0,0,739.51,10/25/2019,J,1835, , ,,         ,                              ,                   ,20,124
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Nov 8 Payroll,0,0,739.51,11/8/2019,J,1841, , ,,         ,                              ,                   ,20,146
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Nov 22 Payroll & Rebate,0,0,739.51,11/26/2019,J,1851, , ,,         ,                              ,                   ,20,170
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Dec 6 Payroll,0,0,739.51,12/6/2019,J,1856, , ,,         ,                              ,                   ,20,182
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Dec 20 Payroll,0,0,739.51,12/20/2019,J,1857, , ,,         ,                              ,                   ,20,202
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,January 3 Payroll,0,0,739.51,1/6/2020,J,1860, , ,,         ,                              ,                   ,20,211
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Jan 17 Payroll,0,0,739.51,1/29/2020,J,1863, , ,,         ,                              ,                   ,20,275
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Jan 31 Payroll,0,0,739.51,2/13/2020,J,1866, , ,,         ,                              ,                   ,20,289
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Feb 14 Payroll,0,0,739.51,2/25/2020,J,1868, , ,,         ,                              ,                   ,20,325
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,Feb 28 Payroll,0,0,739.51,2/28/2020,J,1869, , ,,         ,                              ,                   ,20,349
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,March 13 Payroll,0,0,739.51,3/25/2020,J,1870, , ,,         ,                              ,                   ,20,368
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,March 27 Payroll,0,0,739.51,3/31/2020,J,1871, , ,,         ,                              ,                   ,20,379
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,April 10 Payroll,0,0,739.51,4/10/2020,J,1872, , ,,         ,                              ,                   ,20,390
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,April 24 Payroll,0,0,739.51,4/23/2020,J,1875, , ,,         ,                              ,                   ,20,405
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,May 8 Payroll,0,0,739.51,5/19/2020,J,1878, , ,,         ,                              ,                   ,20,430
Delta/Greely School District,20,100,552,400,000,351,INSURANCE-LIFE AND HEALTH,May 22 Fringe,0,0,739.51,5/22/2020,J,1879, , ,,         ,                              ,                   ,20,433
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,August 2 Payroll,0,0,1.34,8/1/2019,J,1750, , ,,         ,                              ,                   ,20,20
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Aug 16 Payroll,0,0,1.34,8/28/2019,J,1766, , ,,         ,                              ,                   ,20,48
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,August 30 Payroll,0,0,1.34,8/29/2019,J,1767, , ,,         ,                              ,                   ,20,53
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Sept 13 Payroll,0,0,1.34,9/13/2019,J,1768, , ,,         ,                              ,                   ,20,71
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Sept 27 Payroll,0,0,1.34,10/3/2019,J,1808, , ,,         ,                              ,                   ,20,97
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Oct 11 Payroll,0,0,1.34,10/11/2019,J,1809, , ,,         ,                              ,                   ,20,105
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,October 25 Payroll,0,0,1.34,10/25/2019,J,1835, , ,,         ,                              ,                   ,20,124
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Nov 8 Payroll,0,0,1.34,11/8/2019,J,1841, , ,,         ,                              ,                   ,20,146
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Nov 22 Payroll & Rebate,0,0,1.34,11/26/2019,J,1851, , ,,         ,                              ,                   ,20,170
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Dec 6 Payroll,0,0,1.34,12/6/2019,J,1856, , ,,         ,                              ,                   ,20,182
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Dec 20 Payroll,0,0,1.34,12/20/2019,J,1857, , ,,         ,                              ,                   ,20,202
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,January 3 Payroll,0,0,1.34,1/6/2020,J,1860, , ,,         ,                              ,                   ,20,211
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Jan 17 Payroll,0,0,1.34,1/29/2020,J,1863, , ,,         ,                              ,                   ,20,275
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Jan 31 Payroll,0,0,1.34,2/13/2020,J,1866, , ,,         ,                              ,                   ,20,289
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Feb 14 Payroll,0,0,1.34,2/25/2020,J,1868, , ,,         ,                              ,                   ,20,325
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,Feb 28 Payroll,0,0,1.34,2/28/2020,J,1869, , ,,         ,                              ,                   ,20,349
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,March 13 Payroll,0,0,1.34,3/25/2020,J,1870, , ,,         ,                              ,                   ,20,368
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,March 27 Payroll,0,0,1.34,3/31/2020,J,1871, , ,,         ,                              ,                   ,20,379
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,April 10 Payroll,0,0,1.34,4/10/2020,J,1872, , ,,         ,                              ,                   ,20,390
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,April 24 Payroll,0,0,1.34,4/23/2020,J,1875, , ,,         ,                              ,                   ,20,405
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,May 8 Payroll,0,0,1.34,5/19/2020,J,1878, , ,,         ,                              ,                   ,20,430
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,May 22 Fringe,0,0,1.34,5/22/2020,J,1879, , ,,         ,                              ,                   ,20,433
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,June 5 Payroll,0,0,1.34,6/18/2020,J,1884, , ,,         ,                              ,                   ,20,473
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,June 19 & June 22 Payrolls,0,0,1.34,6/19/2020,J,1886, , ,,         ,                              ,                   ,20,475
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,July 2 Cert Payroll,0,0,1.34,6/30/2020,J,1888, , ,,         ,                              ,                   ,20,484
Delta/Greely School District,20,100,552,400,000,352,UNEMPLOYMENT INSURANCE,July 17 Cert Payroll,0,0,1.34,6/30/2020,J,1889, , ,,         ,                              ,                   ,20,491
