District_Name,Fiscal_Year,Fund_Code,Org,Account,Object_Code,Project,Doc_Line_Number,Description,Invoice_Date,Date,Period,Vendor_Name,Amount
Valdez City School District,20,100,99,350,433,,CL  37051  13,POLICY REVIEW COMM. AM,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,90.00
Valdez City School District,20,100,99,350,433,,CL  37051  13,POLICY REVIEW COMM. AM,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,-90.00
Valdez City School District,20,100,99,350,433,,CL  37051  14,POLICY REVIEW COMM. FM,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,90.00
Valdez City School District,20,100,99,350,433,,CL  37051  14,POLICY REVIEW COMM. FM,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,-90.00
Valdez City School District,20,100,99,350,433,,CL  37051  15,SB BROADCAST,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,950.00
Valdez City School District,20,100,99,350,433,,CL  37051  15,SB BROADCAST,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,-950.00
Valdez City School District,20,100,99,350,433,,CL  37051  16,E-BLAST 11/11 BCAC,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37051  16,E-BLAST 11/11 BCAC,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37051  17,E-BLAST 11/25 BCAC,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37051  17,E-BLAST 11/25 BCAC,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37051  18,E-BLAST 11/18 JOB OPENIGN,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37051  18,E-BLAST 11/18 JOB OPENIGN,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37051  19,E-BLAST 11/18 JOB OPENING,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37051  19,E-BLAST 11/18 JOB OPENING,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37051  20,E-BLAST 11/25 COACH POS,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37051  20,E-BLAST 11/25 COACH POS,7/1/2019,12/4/2019,1219,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37058   1,FAX CHARGES,7/1/2019,7/1/2019,1219,  1316 GCI,9.27
Valdez City School District,20,100,99,350,433,,CL  37058   1,FAX CHARGES,7/1/2019,7/1/2019,1219,  1316 GCI,-9.27
Valdez City School District,20,100,99,350,433,,CL  37059   1,VOIP TELEPHONE LINES,7/1/2019,7/1/2019,1219,   122 COPPER VALLEY TELECOM,"2,603.99"
Valdez City School District,20,100,99,350,433,,CL  37059   1,VOIP TELEPHONE LINES,7/1/2019,7/1/2019,1219,   122 COPPER VALLEY TELECOM,"-2,603.99"
Valdez City School District,20,100,99,350,433,,CL  37059   2,POTS TELEPHONE LINES,7/1/2019,7/1/2019,1219,   122 COPPER VALLEY TELECOM,"1,270.15"
Valdez City School District,20,100,99,350,433,,CL  37059   2,POTS TELEPHONE LINES,7/1/2019,7/1/2019,1219,   122 COPPER VALLEY TELECOM,"-1,270.15"
Valdez City School District,20,100,99,350,433,,PO  55655   1,DW INTERNET SERVICES,7/1/2019,7/1/2019,1219,  1316 GCI,"4,470.00"
Valdez City School District,20,100,99,350,433,,PO  55682   1,BCAC ANNOUNCEMENT,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,202.50
Valdez City School District,20,100,99,350,433,,PO  55682   2,BCAC ANNOUNCEMENT FM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,202.50
Valdez City School District,20,100,99,350,433,,PO  55682   3,SURPLUS SALE AM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,75.00
Valdez City School District,20,100,99,350,433,,PO  55682   4,SURPLUS SALE FM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,75.00
Valdez City School District,20,100,99,350,433,,PO  55682   5,JV GIRLS BBALL COACH AM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,PO  55682   6,JOB POSTINGS AM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,PO  55682   7,JOB POSTINGS FM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,PO  55682   8,JV COACH 2ND OPEN AM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,147.00
Valdez City School District,20,100,99,350,433,,PO  55682   9,JV COACH 2ND OPEN FM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,147.00
Valdez City School District,20,100,99,350,433,,PO  55682  10,EXTENDED NOTICE AM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,67.50
Valdez City School District,20,100,99,350,433,,PO  55682  11,EXTENDED NOTICE FM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,67.50
Valdez City School District,20,100,99,350,433,,PO  55682  12,POLICY REVIEW COMM. AM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,90.00
Valdez City School District,20,100,99,350,433,,PO  55682  13,POLICY REVIEW COMM. FM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,90.00
Valdez City School District,20,100,99,350,433,,PO  55682  14,SB BROADCAST,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,950.00
Valdez City School District,20,100,99,350,433,,PO  55682  15,E-BLAST 11/11 BCAC,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  55682  16,E-BLAST 11/25 BCAC,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  55682  17,E-BLAST 11/18 JOB OPENIGN,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  55682  18,E-BLAST 11/18 JOB OPENING,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  55682  19,E-BLAST 11/25 COACH POS,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  55682  20,JV GIRLS BBALL COACH FM,7/1/2019,7/1/2019,1219,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,PO  55711   1,FAX CHARGES,7/1/2019,7/1/2019,1219,  1316 GCI,9.27
Valdez City School District,20,100,99,350,433,,PO  55712   1,VOIP TELEPHONE LINES,7/1/2019,7/1/2019,1219,   122 COPPER VALLEY TELECOM,"2,603.99"
Valdez City School District,20,100,99,350,433,,PO  55712   2,POTS TELEPHONE LINES,7/1/2019,7/1/2019,1219,   122 COPPER VALLEY TELECOM,"1,270.15"
Valdez City School District,20,100,99,350,433,,CL  37186   1,EXTE. JOB OPEN. AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,90.00
Valdez City School District,20,100,99,350,433,,CL  37186   1,EXTE. JOB OPEN. AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-90.00
Valdez City School District,20,100,99,350,433,,CL  37186   2,EXTE. JOB OPEN. FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,90.00
Valdez City School District,20,100,99,350,433,,CL  37186   2,EXTE. JOB OPEN. FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-90.00
Valdez City School District,20,100,99,350,433,,CL  37186   3,POL. REVIEW COMM. AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,CL  37186   3,POL. REVIEW COMM. AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-45.00
Valdez City School District,20,100,99,350,433,,CL  37186   4,POL. REVIEW COMM. FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,CL  37186   4,POL. REVIEW COMM. FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-45.00
Valdez City School District,20,100,99,350,433,,CL  37186   5,PREK PARA AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,147.00
Valdez City School District,20,100,99,350,433,,CL  37186   5,PREK PARA AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-147.00
Valdez City School District,20,100,99,350,433,,CL  37186   6,PREK PARA FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,147.00
Valdez City School District,20,100,99,350,433,,CL  37186   6,PREK PARA FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-147.00
Valdez City School District,20,100,99,350,433,,CL  37186   7,MS VBALL COACH AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,CL  37186   7,MS VBALL COACH AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-157.50
Valdez City School District,20,100,99,350,433,,CL  37186   8,MS VBALL COACH FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,CL  37186   8,MS VBALL COACH FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-157.50
Valdez City School District,20,100,99,350,433,,CL  37186   9,MS VBALL AND WREST. AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,126.00
Valdez City School District,20,100,99,350,433,,CL  37186   9,MS VBALL AND WREST. AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-126.00
Valdez City School District,20,100,99,350,433,,CL  37186  10,MS VBALL AND WREST. FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,126.00
Valdez City School District,20,100,99,350,433,,CL  37186  10,MS VBALL AND WREST. FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-126.00
Valdez City School District,20,100,99,350,433,,CL  37186  11,DOUBLE DOLLAR AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,63.00
Valdez City School District,20,100,99,350,433,,CL  37186  11,DOUBLE DOLLAR AM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-63.00
Valdez City School District,20,100,99,350,433,,CL  37186  12,DOUBLE DOLLAR FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,63.00
Valdez City School District,20,100,99,350,433,,CL  37186  12,DOUBLE DOLLAR FM,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-63.00
Valdez City School District,20,100,99,350,433,,CL  37186  13,SB BROADCAST,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,950.00
Valdez City School District,20,100,99,350,433,,CL  37186  13,SB BROADCAST,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-950.00
Valdez City School District,20,100,99,350,433,,CL  37186  14,E-BLAST POL. REVIEW 12/2,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37186  14,E-BLAST POL. REVIEW 12/2,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37186  15,E-BLAST COACHING 12/2,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37186  15,E-BLAST COACHING 12/2,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37186  16,E-BLAST COACHING 12/23,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37186  16,E-BLAST COACHING 12/23,7/1/2019,12/31/2019,0120,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37221   1,DW FAX,7/1/2019,1/1/2020,0120,  1316 GCI,5.92
Valdez City School District,20,100,99,350,433,,CL  37221   1,DW FAX,7/1/2019,1/1/2020,0120,  1316 GCI,-5.92
Valdez City School District,20,100,99,350,433,,CL  37222   1,VOIP TELEPHONE LINES,7/1/2019,7/1/2019,0120,   122 COPPER VALLEY TELECOM,"2,598.73"
Valdez City School District,20,100,99,350,433,,CL  37222   1,VOIP TELEPHONE LINES,7/1/2019,7/1/2019,0120,   122 COPPER VALLEY TELECOM,"-2,598.73"
Valdez City School District,20,100,99,350,433,,CL  37222   2,POTS TELEPHONE LINES,7/1/2019,7/1/2019,0120,   122 COPPER VALLEY TELECOM,"1,259.11"
Valdez City School District,20,100,99,350,433,,CL  37222   2,POTS TELEPHONE LINES,7/1/2019,7/1/2019,0120,   122 COPPER VALLEY TELECOM,"-1,259.11"
Valdez City School District,20,100,99,350,433,,CL  37225   1,DW INTERNET,7/1/2019,12/31/2019,0120,  1316 GCI,"4,470.00"
Valdez City School District,20,100,99,350,433,,CL  37225   1,DW INTERNET,7/1/2019,12/31/2019,0120,  1316 GCI,"-4,470.00"
Valdez City School District,20,100,99,350,433,,PO  55904   1,EXTE. JOB OPEN. AM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,90.00
Valdez City School District,20,100,99,350,433,,PO  55904   2,EXTE. JOB OPEN. FM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,90.00
Valdez City School District,20,100,99,350,433,,PO  55904   3,POL. REVIEW COMM. AM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,PO  55904   4,POL. REVIEW COMM. FM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,PO  55904   5,PREK PARA AM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,147.00
Valdez City School District,20,100,99,350,433,,PO  55904   6,PREK PARA FM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,147.00
Valdez City School District,20,100,99,350,433,,PO  55904   7,MS VBALL COACH AM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,PO  55904   8,MS VBALL COACH FM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,PO  55904   9,MS VBALL AND WREST. AM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,126.00
Valdez City School District,20,100,99,350,433,,PO  55904  10,MS VBALL AND WREST. FM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,126.00
Valdez City School District,20,100,99,350,433,,PO  55904  11,DOUBLE DOLLAR AM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,63.00
Valdez City School District,20,100,99,350,433,,PO  55904  12,DOUBLE DOLLAR FM,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,63.00
Valdez City School District,20,100,99,350,433,,PO  55904  13,SB BROADCAST,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,950.00
Valdez City School District,20,100,99,350,433,,PO  55904  14,E-BLAST POL. REVIEW 12/2,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  55904  15,E-BLAST COACHING 12/2,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  55904  16,E-BLAST COACHING 12/23,7/1/2019,7/1/2019,0120,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  55963   1,DW FAX,7/1/2019,7/1/2019,0120,  1316 GCI,5.92
Valdez City School District,20,100,99,350,433,,PO  55964   1,VOIP TELEPHONE LINES,7/1/2019,7/1/2019,0120,   122 COPPER VALLEY TELECOM,"2,598.73"
Valdez City School District,20,100,99,350,433,,PO  55964   2,POTS TELEPHONE LINES,7/1/2019,7/1/2019,0120,   122 COPPER VALLEY TELECOM,"1,259.11"
Valdez City School District,20,100,99,350,433,,PO  55973   1,DW INTERNET,7/1/2019,7/1/2019,0120,  1316 GCI,"4,470.00"
Valdez City School District,20,100,99,350,433,,CL  37390   1,POLICY MEETING ANNOUC. AM,7/1/2019,2/5/2020,0220,   973 KVAK RADIO,112.50
Valdez City School District,20,100,99,350,433,,CL  37390   1,POLICY MEETING ANNOUC. AM,7/1/2019,2/5/2020,0220,   973 KVAK RADIO,-112.50
Valdez City School District,20,100,99,350,433,,CL  37390   2,POLICY MEETING ANNOUN FM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,112.50
Valdez City School District,20,100,99,350,433,,CL  37390   2,POLICY MEETING ANNOUN FM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,-112.50
Valdez City School District,20,100,99,350,433,,CL  37390   3,JOB OPENINGS AM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,CL  37390   3,JOB OPENINGS AM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,-157.50
Valdez City School District,20,100,99,350,433,,CL  37390   4,JOB OPENINGS FM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,CL  37390   4,JOB OPENINGS FM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,-157.50
Valdez City School District,20,100,99,350,433,,CL  37390   5,POSITIONS AVAIL. AM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,22.50
Valdez City School District,20,100,99,350,433,,CL  37390   5,POSITIONS AVAIL. AM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,-22.50
Valdez City School District,20,100,99,350,433,,CL  37390   6,POSITIONS AVAIL. FM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,22.50
Valdez City School District,20,100,99,350,433,,CL  37390   6,POSITIONS AVAIL. FM,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,-22.50
Valdez City School District,20,100,99,350,433,,CL  37390   7,SB BROADCAST,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,950.00
Valdez City School District,20,100,99,350,433,,CL  37390   7,SB BROADCAST,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,-950.00
Valdez City School District,20,100,99,350,433,,CL  37390   8,E-BLAST 1/20,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37390   8,E-BLAST 1/20,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37390   9,E-BLAST 1/20,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37390   9,E-BLAST 1/20,7/1/2019,5/20/2020,0220,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37408   1,FAX CHARGES,7/1/2019,7/1/2019,0220,  1316 GCI,8.36
Valdez City School District,20,100,99,350,433,,CL  37408   1,FAX CHARGES,7/1/2019,7/1/2019,0220,  1316 GCI,-8.36
Valdez City School District,20,100,99,350,433,,CL  37409   1,DISTRICT INTERNET,7/1/2019,1/31/2020,0220,  1316 GCI,"4,470.00"
Valdez City School District,20,100,99,350,433,,CL  37409   1,DISTRICT INTERNET,7/1/2019,1/31/2020,0220,  1316 GCI,"-4,470.00"
Valdez City School District,20,100,99,350,433,,CL  37429   1,POTS LINES,7/1/2019,7/1/2019,0220,   122 COPPER VALLEY TELECOM,"1,180.86"
Valdez City School District,20,100,99,350,433,,CL  37429   1,POTS LINES,7/1/2019,7/1/2019,0220,   122 COPPER VALLEY TELECOM,"-1,180.86"
Valdez City School District,20,100,99,350,433,,CL  37429   2,VOIP LINES,7/1/2019,7/1/2019,0220,   122 COPPER VALLEY TELECOM,"1,137.05"
Valdez City School District,20,100,99,350,433,,CL  37429   2,VOIP LINES,7/1/2019,7/1/2019,0220,   122 COPPER VALLEY TELECOM,"-1,137.05"
Valdez City School District,20,100,99,350,433,,PO  56293   1,POLICY MEETING ANNOUC. AM,7/1/2019,7/1/2019,0220,   973 KVAK RADIO,112.50
Valdez City School District,20,100,99,350,433,,PO  56293   2,POLICY MEETING ANNOUN FM,7/1/2019,7/1/2019,0220,   973 KVAK RADIO,112.50
Valdez City School District,20,100,99,350,433,,PO  56293   3,JOB OPENINGS AM,7/1/2019,7/1/2019,0220,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,PO  56293   4,JOB OPENINGS FM,7/1/2019,7/1/2019,0220,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,PO  56293   5,POSITIONS AVAIL. AM,7/1/2019,7/1/2019,0220,   973 KVAK RADIO,22.50
Valdez City School District,20,100,99,350,433,,PO  56293   6,POSITIONS AVAIL. FM,7/1/2019,7/1/2019,0220,   973 KVAK RADIO,22.50
Valdez City School District,20,100,99,350,433,,PO  56293   7,SB BROADCAST,7/1/2019,7/1/2019,0220,   973 KVAK RADIO,950.00
Valdez City School District,20,100,99,350,433,,PO  56293   8,E-BLAST 1/20,7/1/2019,7/1/2019,0220,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  56293   9,E-BLAST 1/20,7/1/2019,7/1/2019,0220,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,PO  56306   1,FAX CHARGES,7/1/2019,7/1/2019,0220,  1316 GCI,8.36
Valdez City School District,20,100,99,350,433,,PO  56307   1,DISTRICT INTERNET,7/1/2019,7/1/2019,0220,  1316 GCI,"4,470.00"
Valdez City School District,20,100,99,350,433,,PO  56344   1,POTS LINES,7/1/2019,7/1/2019,0220,   122 COPPER VALLEY TELECOM,"1,180.86"
Valdez City School District,20,100,99,350,433,,PO  56344   2,VOIP LINES,7/1/2019,7/1/2019,0220,   122 COPPER VALLEY TELECOM,"1,137.05"
Valdez City School District,20,100,99,350,433,,CL  37581   1,JOB OPENINGS- AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,135.00
Valdez City School District,20,100,99,350,433,,CL  37581   1,JOB OPENINGS- AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-135.00
Valdez City School District,20,100,99,350,433,,CL  37581   2,JOB OPENINGS- FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,135.00
Valdez City School District,20,100,99,350,433,,CL  37581   2,JOB OPENINGS- FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-135.00
Valdez City School District,20,100,99,350,433,,CL  37581   3,WK SESSION ANNOUNC. AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,CL  37581   3,WK SESSION ANNOUNC. AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-45.00
Valdez City School District,20,100,99,350,433,,CL  37581   4,WK SESSION ANNOUNCE. FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,CL  37581   4,WK SESSION ANNOUNCE. FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-45.00
Valdez City School District,20,100,99,350,433,,CL  37581   5,NYO COACH AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,CL  37581   5,NYO COACH AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-45.00
Valdez City School District,20,100,99,350,433,,CL  37581   6,NYO COACH FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,45.00
Valdez City School District,20,100,99,350,433,,CL  37581   6,NYO COACH FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-45.00
Valdez City School District,20,100,99,350,433,,CL  37581   7,POL. REVIEW MEET. AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,135.00
Valdez City School District,20,100,99,350,433,,CL  37581   7,POL. REVIEW MEET. AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-135.00
Valdez City School District,20,100,99,350,433,,CL  37581   8,POL. REVIEW MEET. FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,135.00
Valdez City School District,20,100,99,350,433,,CL  37581   8,POL. REVIEW MEET. FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-135.00
Valdez City School District,20,100,99,350,433,,CL  37581   9,BUDG. MEETING AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,CL  37581   9,BUDG. MEETING AM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-157.50
Valdez City School District,20,100,99,350,433,,CL  37581  10,BUDG. MEETING FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,157.50
Valdez City School District,20,100,99,350,433,,CL  37581  10,BUDG. MEETING FM,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-157.50
Valdez City School District,20,100,99,350,433,,CL  37581  11,SB BROADCAST,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,950.00
Valdez City School District,20,100,99,350,433,,CL  37581  11,SB BROADCAST,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-950.00
Valdez City School District,20,100,99,350,433,,CL  37581  12,E-BLAST POSITIONS 2/3,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37581  12,E-BLAST POSITIONS 2/3,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37581  13,E-BLAST NYO COACH 2/10,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37581  13,E-BLAST NYO COACH 2/10,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37581  14,E-BLAST POL. REVIEW 2/17,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37581  14,E-BLAST POL. REVIEW 2/17,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37581  15,E-BLAST BUDGET 2/17,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,50.00
Valdez City School District,20,100,99,350,433,,CL  37581  15,E-BLAST BUDGET 2/17,7/1/2019,3/4/2020,0320,   973 KVAK RADIO,-50.00
Valdez City School District,20,100,99,350,433,,CL  37594   1,Prepaid Postage for Distr,7/1/2019,3/11/2020,0320,  3543 Pitney Bowes Reserve Account,"8,000.00"
Valdez City School District,20,100,99,350,433,,CL  37594   1,Prepaid Postage for Distr,7/1/2019,3/11/2020,0320,  3543 Pitney Bowes Reserve Account,"-8,000.00"
Valdez City School District,20,100,99,350,433,,CL  37595   1,DISTRICT INTERNET,7/1/2019,2/29/2020,0320,  1316 GCI,"4,470.00"
Valdez City School District,20,100,99,350,433,,CL  37595   1,DISTRICT INTERNET,7/1/2019,2/29/2020,0320,  1316 GCI,"-4,470.00"
Valdez City School District,20,100,99,350,433,,CL  37613   1,DISTRICT FAX,7/1/2019,3/1/2020,0320,  1316 GCI,15.29
Valdez City School District,20,100,99,350,433,,CL  37613   1,DISTRICT FAX,7/1/2019,3/1/2020,0320,  1316 GCI,-15.29
Valdez City School District,20,100,99,350,433,,CL  37622   1,VOIP LINES,7/1/2019,3/1/2020,0320,   122 COPPER VALLEY TELECOM,"2,379.25"
Valdez City School District,20,100,99,350,433,,CL  37622   1,VOIP LINES,7/1/2019,3/1/2020,0320,   122 COPPER VALLEY TELECOM,"-2,379.25"
Valdez City School District,20,100,99,350,433,,CL  37622   2,POTS LINES,7/1/2019,7/1/2019,0320,   122 COPPER VALLEY TELECOM,"1,210.20"
Valdez City School District,20,100,99,350,433,,CL  37622   2,POTS LINES,7/1/2019,7/1/2019,0320,   122 COPPER VALLEY TELECOM,"-1,210.20"
Valdez City School District,20,100,99,350,433,,PO  56651   1,JOB OPENINGS- AM,7/1/2019,7/1/2019,0320,   973 KVAK RADIO,135.00
