District_Name,Fiscal_Year,Fund_Code,Function_Code,School_Code,Program_Code,Object_Code,Account_Name,Description,Budget,Encumbrance,Amount,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_Year,BatchNo
Delta/Greely School District,19,100,552,400,0,351,INSURANCE-LIFE AND HEALTH,March 1 Payroll,0,0,739.51,3/8/2019,J,1706, , ,,         ,                              ,                   ,19,363
Delta/Greely School District,19,100,552,400,0,351,INSURANCE-LIFE AND HEALTH,March 15 Payroll,0,0,739.51,3/15/2019,J,1708, , ,,         ,                              ,                   ,19,376
Delta/Greely School District,19,100,552,400,0,351,INSURANCE-LIFE AND HEALTH,March 29 Payroll,0,0,739.51,3/29/2019,J,1716, , ,,         ,                              ,                   ,19,391
Delta/Greely School District,19,100,552,400,0,351,INSURANCE-LIFE AND HEALTH,April 12 Payroll,0,0,739.51,4/15/2019,J,1722, , ,,         ,                              ,                   ,19,414
Delta/Greely School District,19,100,552,400,0,351,INSURANCE-LIFE AND HEALTH,April 26 Payroll,0,0,739.51,5/1/2019,J,1728, , ,,         ,                              ,                   ,19,448
Delta/Greely School District,19,100,552,400,0,351,INSURANCE-LIFE AND HEALTH,May 10 Payroll,0,0,739.51,5/10/2019,J,1729, , ,,         ,                              ,                   ,19,459
Delta/Greely School District,19,100,552,400,0,351,INSURANCE-LIFE AND HEALTH,,0,0,739.51,5/24/2019,J,1737, , ,,         ,                              ,                   ,19,484
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,,0,0,12.33,8/13/2018,J,1578, , ,,         ,                              ,                   ,19,39
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,August 17 Payroll,0,0,1.31,8/16/2018,J,1583, , ,,         ,                              ,                   ,19,49
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,August 31 Payroll,0,0,1.31,8/31/2018,J,1607, , ,,         ,                              ,                   ,19,70
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,September 14 Payroll,0,0,1.31,9/13/2018,J,1615, , ,,         ,                              ,                   ,19,87
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,Sept 28 Payroll,0,0,1.31,10/1/2018,J,1623, , ,,         ,                              ,                   ,19,111
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,October 12 Payroll,0,0,1.31,10/12/2018,J,1630, , ,,         ,                              ,                   ,19,125
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,October 26 Payroll,0,0,1.31,10/26/2018,J,1638, , ,,         ,                              ,                   ,19,149
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,Nov 9 Payroll,0,0,1.31,11/12/2018,J,1644, , ,,         ,                              ,                   ,19,175
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,November 21 Payroll,0,0,1.31,11/20/2018,J,1658, , ,,         ,                              ,                   ,19,197
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,December 7 Payroll,0,0,1.31,12/10/2018,J,1669, , ,,         ,                              ,                   ,19,223
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,Dec 21 Payroll,0,0,1.31,12/20/2018,J,1672, , ,,         ,                              ,                   ,19,236
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,January 4 Payroll,0,0,1.31,1/3/2019,J,1674, , ,,         ,                              ,                   ,19,243
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,January 18 Payroll,0,0,1.31,1/18/2019,J,1685, , ,,         ,                              ,                   ,19,264
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,February 1 Payroll,0,0,1.31,2/6/2019,J,1689, , ,,         ,                              ,                   ,19,304
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,February 15 Payroll,0,0,1.31,2/15/2019,J,1699, , ,,         ,                              ,                   ,19,323
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,March 1 Payroll,0,0,1.31,3/8/2019,J,1706, , ,,         ,                              ,                   ,19,363
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,March 15 Payroll,0,0,1.31,3/15/2019,J,1708, , ,,         ,                              ,                   ,19,376
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,March 29 Payroll,0,0,1.31,3/29/2019,J,1716, , ,,         ,                              ,                   ,19,391
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,April 12 Payroll,0,0,1.31,4/15/2019,J,1722, , ,,         ,                              ,                   ,19,414
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,April 26 Payroll,0,0,1.31,5/1/2019,J,1728, , ,,         ,                              ,                   ,19,448
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,May 10 Payroll,0,0,1.31,5/10/2019,J,1729, , ,,         ,                              ,                   ,19,459
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,,0,0,1.31,5/24/2019,J,1737, , ,,         ,                              ,                   ,19,484
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,June 7 Payroll,0,0,1.31,6/7/2019,J,1740, , ,,         ,                              ,                   ,19,511
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,June 21 Payroll,0,0,1.31,6/21/2019,J,1741, , ,,         ,                              ,                   ,19,542
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,July 19 Cert Payroll,0,0,1.31,6/26/2019,J,1745, , ,,         ,                              ,                   ,19,555
Delta/Greely School District,19,100,552,400,0,352,UNEMPLOYMENT INSURANCE,July 5 Cert Payroll,0,0,1.31,6/26/2019,J,1744, , ,,         ,                              ,                   ,19,552
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,,0,0,49.34,8/13/2018,J,1578, , ,,         ,                              ,                   ,19,39
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,August 17 Payroll,0,0,49.34,8/16/2018,J,1583, , ,,         ,                              ,                   ,19,49
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,August 31 Payroll,0,0,49.34,8/31/2018,J,1607, , ,,         ,                              ,                   ,19,70
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,September 14 Payroll,0,0,49.33,9/13/2018,J,1615, , ,,         ,                              ,                   ,19,87
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,Sept 28 Payroll,0,0,49.33,10/1/2018,J,1623, , ,,         ,                              ,                   ,19,111
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,October 12 Payroll,0,0,49.33,10/12/2018,J,1630, , ,,         ,                              ,                   ,19,125
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,October 26 Payroll,0,0,49.33,10/26/2018,J,1638, , ,,         ,                              ,                   ,19,149
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,Nov 9 Payroll,0,0,49.33,11/12/2018,J,1644, , ,,         ,                              ,                   ,19,175
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,November 21 Payroll,0,0,49.33,11/20/2018,J,1658, , ,,         ,                              ,                   ,19,197
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,December 7 Payroll,0,0,49.33,12/10/2018,J,1669, , ,,         ,                              ,                   ,19,223
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,Dec 21 Payroll,0,0,49.33,12/20/2018,J,1672, , ,,         ,                              ,                   ,19,236
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,January 4 Payroll,0,0,49.34,1/3/2019,J,1674, , ,,         ,                              ,                   ,19,243
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,January 18 Payroll,0,0,49.33,1/18/2019,J,1685, , ,,         ,                              ,                   ,19,264
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,February 1 Payroll,0,0,49.34,2/6/2019,J,1689, , ,,         ,                              ,                   ,19,304
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,February 15 Payroll,0,0,49.33,2/15/2019,J,1699, , ,,         ,                              ,                   ,19,323
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,March 1 Payroll,0,0,49.33,3/8/2019,J,1706, , ,,         ,                              ,                   ,19,363
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,March 15 Payroll,0,0,49.33,3/15/2019,J,1708, , ,,         ,                              ,                   ,19,376
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,March 29 Payroll,0,0,49.33,3/29/2019,J,1716, , ,,         ,                              ,                   ,19,391
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,April 12 Payroll,0,0,49.33,4/15/2019,J,1722, , ,,         ,                              ,                   ,19,414
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,April 26 Payroll,0,0,49.33,5/1/2019,J,1728, , ,,         ,                              ,                   ,19,448
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,May 10 Payroll,0,0,49.33,5/10/2019,J,1729, , ,,         ,                              ,                   ,19,459
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,,0,0,49.34,5/24/2019,J,1737, , ,,         ,                              ,                   ,19,484
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,June 7 Payroll,0,0,49.34,6/7/2019,J,1740, , ,,         ,                              ,                   ,19,511
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,June 21 Payroll,0,0,49.34,6/21/2019,J,1741, , ,,         ,                              ,                   ,19,542
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,July 5 Cert Payroll,0,0,49.34,6/26/2019,J,1744, , ,,         ,                              ,                   ,19,552
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,July 19 Cert Payroll,0,0,49.34,6/26/2019,J,1745, , ,,         ,                              ,                   ,19,555
Delta/Greely School District,19,100,552,400,0,353,WORKER'S COMPENSATION,Worker's Comp Adjustment,0,0,-500,6/28/2019,J,1785, , ,,         ,                              ,                   ,19,573
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,,0,0,47.69,8/13/2018,J,1578, , ,,         ,                              ,                   ,19,39
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,August 17 Payroll,0,0,47.69,8/16/2018,J,1583, , ,,         ,                              ,                   ,19,49
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,August 31 Payroll,0,0,47.69,8/31/2018,J,1607, , ,,         ,                              ,                   ,19,70
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,September 14 Payroll,0,0,46.52,9/13/2018,J,1615, , ,,         ,                              ,                   ,19,87
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,Sept 28 Payroll,0,0,46.52,10/1/2018,J,1623, , ,,         ,                              ,                   ,19,111
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,October 12 Payroll,0,0,46.52,10/12/2018,J,1630, , ,,         ,                              ,                   ,19,125
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,October 26 Payroll,0,0,46.52,10/26/2018,J,1638, , ,,         ,                              ,                   ,19,149
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,Nov 9 Payroll,0,0,46.52,11/12/2018,J,1644, , ,,         ,                              ,                   ,19,175
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,November 21 Payroll,0,0,46.52,11/20/2018,J,1658, , ,,         ,                              ,                   ,19,197
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,December 7 Payroll,0,0,46.52,12/10/2018,J,1669, , ,,         ,                              ,                   ,19,223
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,Dec 21 Payroll,0,0,46.38,12/20/2018,J,1672, , ,,         ,                              ,                   ,19,236
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,January 4 Payroll,0,0,46.24,1/3/2019,J,1674, , ,,         ,                              ,                   ,19,243
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,January 18 Payroll,0,0,46.52,1/18/2019,J,1685, , ,,         ,                              ,                   ,19,264
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,February 1 Payroll,0,0,46.24,2/6/2019,J,1689, , ,,         ,                              ,                   ,19,304
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,February 15 Payroll,0,0,46.38,2/15/2019,J,1699, , ,,         ,                              ,                   ,19,323
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,March 1 Payroll,0,0,46.38,3/8/2019,J,1706, , ,,         ,                              ,                   ,19,363
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,March 15 Payroll,0,0,46.38,3/15/2019,J,1708, , ,,         ,                              ,                   ,19,376
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,March 29 Payroll,0,0,46.38,3/29/2019,J,1716, , ,,         ,                              ,                   ,19,391
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,April 12 Payroll,0,0,46.38,4/15/2019,J,1722, , ,,         ,                              ,                   ,19,414
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,April 26 Payroll,0,0,46.38,5/1/2019,J,1728, , ,,         ,                              ,                   ,19,448
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,May 10 Payroll,0,0,46.38,5/10/2019,J,1729, , ,,         ,                              ,                   ,19,459
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,,0,0,46.24,5/24/2019,J,1737, , ,,         ,                              ,                   ,19,484
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,June 7 Payroll,0,0,47.69,6/7/2019,J,1740, , ,,         ,                              ,                   ,19,511
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,June 21 Payroll,0,0,47.69,6/21/2019,J,1741, , ,,         ,                              ,                   ,19,542
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,July 19 Cert Payroll,0,0,47.69,6/26/2019,J,1745, , ,,         ,                              ,                   ,19,555
Delta/Greely School District,19,100,552,400,0,354,FICA CONTRIBUTION,July 5 Cert Payroll,0,0,47.69,6/26/2019,J,1744, , ,,         ,                              ,                   ,19,552
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,,0,0,413.1,8/13/2018,J,1578, , ,,         ,                              ,                   ,19,39
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,August 17 Payroll,0,0,413.1,8/16/2018,J,1583, , ,,         ,                              ,                   ,19,49
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,August 31 Payroll,0,0,413.1,8/31/2018,J,1607, , ,,         ,                              ,                   ,19,70
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,September 14 Payroll,0,0,413.1,9/13/2018,J,1615, , ,,         ,                              ,                   ,19,87
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,Sept 28 Payroll,0,0,413.1,10/1/2018,J,1623, , ,,         ,                              ,                   ,19,111
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,October 12 Payroll,0,0,413.1,10/12/2018,J,1630, , ,,         ,                              ,                   ,19,125
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,October 26 Payroll,0,0,413.1,10/26/2018,J,1638, , ,,         ,                              ,                   ,19,149
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,Nov 9 Payroll,0,0,413.1,11/12/2018,J,1644, , ,,         ,                              ,                   ,19,175
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,November 21 Payroll,0,0,413.1,11/20/2018,J,1658, , ,,         ,                              ,                   ,19,197
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,December 7 Payroll,0,0,413.1,12/10/2018,J,1669, , ,,         ,                              ,                   ,19,223
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,Dec 21 Payroll,0,0,413.1,12/20/2018,J,1672, , ,,         ,                              ,                   ,19,236
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,January 4 Payroll,0,0,413.1,1/3/2019,J,1674, , ,,         ,                              ,                   ,19,243
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,January 18 Payroll,0,0,413.1,1/18/2019,J,1685, , ,,         ,                              ,                   ,19,264
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,February 1 Payroll,0,0,413.1,2/6/2019,J,1689, , ,,         ,                              ,                   ,19,304
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,February 15 Payroll,0,0,413.1,2/15/2019,J,1699, , ,,         ,                              ,                   ,19,323
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,March 1 Payroll,0,0,413.1,3/8/2019,J,1706, , ,,         ,                              ,                   ,19,363
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,March 15 Payroll,0,0,413.1,3/15/2019,J,1708, , ,,         ,                              ,                   ,19,376
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,March 29 Payroll,0,0,413.1,3/29/2019,J,1716, , ,,         ,                              ,                   ,19,391
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,April 12 Payroll,0,0,413.1,4/15/2019,J,1722, , ,,         ,                              ,                   ,19,414
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,April 26 Payroll,0,0,413.1,5/1/2019,J,1728, , ,,         ,                              ,                   ,19,448
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,May 10 Payroll,0,0,413.1,5/10/2019,J,1729, , ,,         ,                              ,                   ,19,459
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,,0,0,413.1,5/24/2019,J,1737, , ,,         ,                              ,                   ,19,484
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,June 7 Payroll,0,0,413.1,6/7/2019,J,1740, , ,,         ,                              ,                   ,19,511
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,June 21 Payroll,0,0,413.1,6/21/2019,J,1741, , ,,         ,                              ,                   ,19,542
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,July 5 Cert Payroll,0,0,413.1,6/26/2019,J,1744, , ,,         ,                              ,                   ,19,552
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,July 19 Cert Payroll,0,0,413.11,6/26/2019,J,1745, , ,,         ,                              ,                   ,19,555
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,TRS On Behalf,0,0,13997.88,6/28/2019,J,1803, , ,,         ,                              ,                   ,19,576
Delta/Greely School District,19,100,552,400,0,355,RETIREMENT - TRS,Retirement DC Forfeiture Adj,0,0,-1800.92,6/30/2019,J,1824, , ,,         ,                              ,                   ,19,587
Delta/Greely School District,19,100,552,400,0,420,STAFF TRAVEL,Conference Registration,0,0,250,10/2/2018,P,19012.1,1200008258,62886,,7019,"Lansing, Jeff                 ",10/18/18 TR,19,108
Delta/Greely School District,19,100,552,400,0,420,STAFF TRAVEL,Jeff Lansing 10/18-21/18 Anch,0,0,186.9,10/10/2018,P,19012.2,1200008271,62928,,2709,Alaska Airlines Inc           ,3299742,19,115
Delta/Greely School District,19,100,552,400,0,420,STAFF TRAVEL,Parking at airport,0,0,44,10/26/2018,P,19012.1,1200008366,63286,,7019,"Lansing, Jeff                 ",10/17/18 TR,19,148
Delta/Greely School District,19,100,552,400,0,420,STAFF TRAVEL,Mileage to and from Fairbanks,0,0,109,10/26/2018,P,19012.1,1200008366,63286,,7019,"Lansing, Jeff                 ",10/17/18 TR,19,148
Delta/Greely School District,19,100,552,400,0,420,STAFF TRAVEL,10/18-21/19 M&IE Principal's C,0,0,210,10/26/2018,P,19012.1,1200008366,63286,,7019,"Lansing, Jeff                 ",10/17/18 TR,19,148
Delta/Greely School District,19,100,552,400,0,420,STAFF TRAVEL,Jeff Lansing 10/18-21/18 Conf,0,0,297,11/29/2018,P,19012.3,1200008495,63658,,633,Sheraton Anchorage Hotel & Spa,1435049,19,200
Delta/Greely School District,19,100,552,400,0,420,STAFF TRAVEL,Jeff Lansing 10/18-21/18 Anch,0,0,0,10/10/2018,P,19012.2, ,62928,,2709,Alaska Airlines Inc           ,                   ,19,115
Delta/Greely School District,19,100,552,400,0,420,STAFF TRAVEL,Parking at airport,0,0,0,10/26/2018,P,19012.1, ,63286,,7019,"Lansing, Jeff                 ",                   ,19,148
Delta/Greely School District,19,100,552,400,0,420,STAFF TRAVEL,Jeff Lansing 10/18-21/18 Conf,0,0,0,11/29/2018,P,19012.3, ,63658,,633,Sheraton Anchorage Hotel & Spa,                   ,19,200
Delta/Greely School District,19,100,552,400,0,491,DUES AND FEES,NASSP & AASSP Dues,0,0,614,7/31/2018,P,1900028,1200008111,62330,,1300,AASSP & NASSP                 ,18/19 LANSI,19,25
Delta/Greely School District,19,100,552,400,0,491,DUES AND FEES,NASSP & AASSP Dues,0,0,0,7/31/2018,P,1900028, ,62330,,1300,AASSP & NASSP                 ,                   ,19,25
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,August 17 Payroll,0,0,557.1,8/16/2018,J,1583, , ,,         ,                              ,                   ,19,49
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,August 31 Payroll,0,0,1857,8/31/2018,J,1607, , ,,         ,                              ,                   ,19,70
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,September 14 Payroll,0,0,1857,9/13/2018,J,1615, , ,,         ,                              ,                   ,19,87
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,Sept 28 Payroll,0,0,1857,10/1/2018,J,1623, , ,,         ,                              ,                   ,19,111
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,October 12 Payroll,0,0,1857,10/12/2018,J,1630, , ,,         ,                              ,                   ,19,125
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,October 26 Payroll,0,0,1857,10/26/2018,J,1638, , ,,         ,                              ,                   ,19,149
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,Nov 9 Payroll,0,0,1857,11/12/2018,J,1644, , ,,         ,                              ,                   ,19,175
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,November 21 Payroll,0,0,1671.3,11/20/2018,J,1658, , ,,         ,                              ,                   ,19,197
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,December 7 Payroll,0,0,1857,12/10/2018,J,1669, , ,,         ,                              ,                   ,19,223
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,Dec 21 Payroll,0,0,1857,12/20/2018,J,1672, , ,,         ,                              ,                   ,19,236
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,January 4 Payroll,0,0,1671.3,1/3/2019,J,1674, , ,,         ,                              ,                   ,19,243
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,January 18 Payroll,0,0,742.8,1/18/2019,J,1685, , ,,         ,                              ,                   ,19,264
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,February 1 Payroll,0,0,1671.3,2/6/2019,J,1689, , ,,         ,                              ,                   ,19,304
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,February 15 Payroll,0,0,1857,2/15/2019,J,1699, , ,,         ,                              ,                   ,19,323
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,March 1 Payroll,0,0,1857,3/8/2019,J,1706, , ,,         ,                              ,                   ,19,363
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,March 15 Payroll,0,0,1857,3/15/2019,J,1708, , ,,         ,                              ,                   ,19,376
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,March 29 Payroll,0,0,1857,3/29/2019,J,1716, , ,,         ,                              ,                   ,19,391
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,April 12 Payroll,0,0,928.5,4/15/2019,J,1722, , ,,         ,                              ,                   ,19,414
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,April 26 Payroll,0,0,1857,5/1/2019,J,1728, , ,,         ,                              ,                   ,19,448
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,May 10 Payroll,0,0,1857,5/10/2019,J,1729, , ,,         ,                              ,                   ,19,459
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,,0,0,1857,5/24/2019,J,1737, , ,,         ,                              ,                   ,19,484
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,June 7 Payroll,0,0,1857,6/7/2019,J,1740, , ,,         ,                              ,                   ,19,511
Delta/Greely School District,19,100,552,450,0,320,NON-CERTIFICATED SALARIES,June 21 Payroll,0,0,1857,6/21/2019,J,1741, , ,,         ,                              ,                   ,19,542
Delta/Greely School District,19,100,552,450,0,329,SUBSTITUTE/TEMPORARY,Sept 28 Payroll,0,0,100,10/1/2018,J,1623, , ,,         ,                              ,                   ,19,111
Delta/Greely School District,19,100,552,450,0,329,SUBSTITUTE/TEMPORARY,October 12 Payroll,0,0,400,10/12/2018,J,1630, , ,,         ,                              ,                   ,19,125
Delta/Greely School District,19,100,552,450,0,329,SUBSTITUTE/TEMPORARY,Nov 9 Payroll,0,0,150,11/12/2018,J,1644, , ,,         ,                              ,                   ,19,175
Delta/Greely School District,19,100,552,450,0,329,SUBSTITUTE/TEMPORARY,November 21 Payroll,0,0,100,11/20/2018,J,1658, , ,,         ,                              ,                   ,19,197
Delta/Greely School District,19,100,552,450,0,329,SUBSTITUTE/TEMPORARY,March 1 Payroll,0,0,200,3/8/2019,J,1706, , ,,         ,                              ,                   ,19,363
Delta/Greely School District,19,100,552,450,0,329,SUBSTITUTE/TEMPORARY,March 15 Payroll,0,0,50,3/15/2019,J,1708, , ,,         ,                              ,                   ,19,376
Delta/Greely School District,19,100,552,450,0,329,SUBSTITUTE/TEMPORARY,March 29 Payroll,0,0,300,3/29/2019,J,1716, , ,,         ,                              ,                   ,19,391
Delta/Greely School District,19,100,552,450,0,329,SUBSTITUTE/TEMPORARY,April 12 Payroll,0,0,300,4/15/2019,J,1722, , ,,         ,                              ,                   ,19,414
Delta/Greely School District,19,100,552,450,0,329,SUBSTITUTE/TEMPORARY,May 10 Payroll,0,0,400,5/10/2019,J,1729, , ,,         ,                              ,                   ,19,459
Delta/Greely School District,19,100,552,450,0,351,INSURANCE-LIFE AND HEALTH,September 14 Payroll,0,0,821.68,9/13/2018,J,1615, , ,,         ,                              ,                   ,19,87
Delta/Greely School District,19,100,552,450,0,351,INSURANCE-LIFE AND HEALTH,Sept 28 Payroll,0,0,821.68,10/1/2018,J,1623, , ,,         ,                              ,                   ,19,111
Delta/Greely School District,19,100,552,450,0,351,INSURANCE-LIFE AND HEALTH,October 12 Payroll,0,0,821.68,10/12/2018,J,1630, , ,,         ,                              ,                   ,19,125
