District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Account_Name,Demo_Desc,Date,Description,Debit,Credit,Amount
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"COPPER VALLEY TELEPHONE 
Invoices 4260, 58    , 63",,211.41,-211.41
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"ASPEN SUITES - ANCHORAGE 
Board Lodging",,75,-75
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"ASL CONCEPTS 
FOCUS Anchorage Lessons",,640,-640
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,250,-250
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,270.44,-270.44
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"ANCHORAGE WATER AND WASTE WATER UTILITIES 
District Office",,159.4,-159.4
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"DATE-LINE COPIES 
FOCUS Fairbanks Copies",,205,-205
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,131.81,-131.81
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,"3,750.91",-3750.91
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"ALASKA WASTE 
Invoices 4364076, 4365776",,661.13,-661.13
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"DENALI SERVICES 
Vanguard",,626.25,-626.25
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"ALASKA COMMUNICATION SYSTEMS 
District Office/VTE",,380.99,-380.99
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"ALASKA AIRLINES 
Board Meeting Travel",,308.18,-308.18
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,65,-65
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"AE DATA, INC 
AIMS",,600,-600
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,74,-74
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,752.53,-752.53
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"ACT 
Workkeys",,108,-108
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"ENSTAR NATURAL GAS COMPANY 
Vanguard",,908.21,-908.21
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,548.99,-548.99
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"OVER THE RAINBOW TOYS 
Ballard Curr. Materials",,202.85,-202.85
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,36,-36
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,214.85,-214.85
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,365,-365
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"WINTER PROMISE 
Workman Curr. Materials",,128,-128
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"UNITED UTILITIES, INC 
Invoices 472-2575 , 573-5123",,518.45,-518.45
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"TESORO ALASKA PETROLEUM 
Fuel",,129.32,-129.32
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"UNLOCK MATH 
Poe Curr. Materials",,299,-299
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,80,-80
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,445,-445
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,599,-599
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,"1,310.00",-1310
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"A+ CONFERENCING 
Teleconferences",,7.11,-7.11
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,300,-300
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"SOUTHERN REGION EMS COUNCIL 
ETT Course - Deposit",,"2,000.00",-2000
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"SENIVA, BETH 
Invoices December, December, December, December",,685,-685
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"TECH TO SCHOOL 
Laptop Repair",,198,-198
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,"4,250.00",-4250
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,145.49,-145.49
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,"SEDOR, WENLANDT, EVANS 
Prof. Services",,213.5,-213.5
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/8/2020,REDACTED,,116.57,-116.57
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,"AFLAC 
Pay period ending 12/31/2019 - AFLACPT",,102.44,-102.44
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,"CASE, SARAH 
Invoices 12/19, 12/30",,247.1,-247.1
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,REDACTED,,225,-225
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,REDACTED,,215,-215
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,REDACTED,,162.02,-162.02
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,"WELLS FARGO 
December Payroll Entry",,"24,602.70",-24602.7
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,REDACTED,,912.18,-912.18
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,"MASS MUTUAL 
Pay period ending 12/31/2019 - 457 Ded",,"8,079.41",-8079.41
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,"UNUM 
Pay period ending 12/31/2019 - LifeBenefit, Optional Life",,246,-246
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,REDACTED,,"2,256.83",-2256.83
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,REDACTED,,795.3,-795.3
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,"TEACHER'S RETIREMENT SYSTEM 
December Payroll Entry",,"30,942.39",-30942.39
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/9/2020,"PUBLIC EMPLOYEE RETIREMENT SYSTEM 
December Payroll Entry",,"13,531.36",-13531.36
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,299.99,-299.99
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,217.8,-217.8
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"STATE OF ALASKA - FICA 
FICA Program",,58.34,-58.34
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,164.97,-164.97
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"NWEA 
MAP Program",,"6,500.00",-6500
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"ALASKA BEST WATER PRODUCTS 
District Office",,61.25,-61.25
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,245,-245
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,"1,920.00",-1920
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"ARCTIC OFFICE PRODUCTS 
Invoices 3545399-2, 3546350-1",,219.1,-219.1
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"BYU INDEPENDENT STUDY 
Poe Lessons",,160,-160
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"REDMOND-GARVEY, LINDSEY 
Conway Lessons  
Sept. 3 - Dec, 22",,400,-400
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"SEEDS OF CHANGE 
FOCUS Anch. Field Trip  
Jan. 30",,125,-125
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,79.07,-79.07
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"GCI 
District Office/Whittier",,35.61,-35.61
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,396.98,-396.98
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,162,-162
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"NAEYC 
Membership",,60,-60
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"ENSTAR NATURAL GAS COMPANY 
Whittier",,"3,068.24",-3068.24
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"VALDEZ DANCE COMPANY 
Arciniega Lessons",,120,-120
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,258.98,-258.98
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"DOLLYWOOD FOUNDATION 
Books",,25.56,-25.56
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,212,-212
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,150,-150
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,112,-112
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,150,-150
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,345.3,-345.3
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,150,-150
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,"BANK OF AMERICA - VISA 
November",,"9,452.15",-9452.15
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,Pay period ending 12/31/2019,,"158,680.95",-158680.95
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/10/2020,REDACTED,,242.41,-242.41
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/13/2020,Service Charge,,78.07,-78.07
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/14/2020,St of AK payment,"235,999.00",,235999
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/15/2020,St of AK payment,"329,559.00",,329559
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,"1,030.40",-1030.4
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"GCI 
FOCUS Valdez",,115.22,-115.22
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,213,-213
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"CHUGACH ELECTRIC ASSOCIATION 
District Office/VTE",,"1,441.91",-1441.91
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"HURBEN, JEFF 
Gengler Lessons",,180,-180
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"OPTI STAFFING 
Office Staff",,"1,026.00",-1026
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"XEROX CORPORATION 
District Office Copy Machine",,447.81,-447.81
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"INSTITUTE FOR SCIENCE & MATH 
Invoices 7047, 7048, 7049, 7050, 7051, 7052, 7053",,"2,170.00",-2170
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"A+ CONFERENCING 
Invoices 4752937/154, 4754917",,121.9,-121.9
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"LEARNING ESSENTIALS 
Invoices 686, 686, 686",,461.56,-461.56
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"OFFICE TECH 
Neopost Postage Meter Ink",,175,-175
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"AT&T - GA 
Chenega Bay",,92.62,-92.62
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,376.9,-376.9
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"MATH U SEE 
Guernsey Curr. Materials",,109.2,-109.2
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"QUADIENT 
Postage - Valdez",,641.98,-641.98
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,125,-125
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,28,-28
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,"3,990.00",-3990
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,"14,345.71",-14345.71
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"HOME DEPOT/GECF 
Whittier Supplies",,178.74,-178.74
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,246.95,-246.95
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"ALASKA SCHOOL OF MUSIC 
Invoices Nov & Dec, Nov & Dec",,455,-455
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,770.23,-770.23
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,234.99,-234.99
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,"1,047.00",-1047
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"ALASKA AIRLINES 
Invoices 3315256, 3315256, 3315428",,784.49,-784.49
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,439.79,-439.79
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,300,-300
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,214.88,-214.88
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,"1,112.49",-1112.49
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,464.99,-464.99
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"SOUTH STORAGE 
VTE Storage",,624.8,-624.8
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,442.9,-442.9
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"AAEYC 
Conference Registration",,"1,500.00",-1500
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,REDACTED,,375,-375
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"HILTON ANCHORAGE 
Board Lodging",,221.76,-221.76
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/16/2020,"CHENEGA IRA 
Invoices PCEDEC19-4, WS20201-3",,"2,797.20",-2797.2
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,375,-375
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,"1,075.00",-1075
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"AMAZON DIRECT 
Invoices 434, 446/569/646, 538/736/473, 558, 589/988/796, 667/997/635, 837, 875, 883, 897/798/895, 967/896",,"4,291.61",-4291.61
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,102.39,-102.39
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"ALASKA AIR TRANSIT 
Board Travel",,440,-440
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,336.14,-336.14
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"AASB 
FY19-20 Membership",,"6,924.00",-6924
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,56,-56
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,150,-150
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,612.5,-612.5
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,119,-119
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,"3,600.00",-3600
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,118.29,-118.29
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,295.96,-295.96
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,734.94,-734.94
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,300,-300
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,"1,177.91",-1177.91
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"NAEYC 
Membership",,60,-60
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"SHORESIDE PETROLIEUM, INC 
Fuel",,61.99,-61.99
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"TAPP, SARAH 
Invoices 1/16, 1/16",,932.4,-932.4
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,844.32,-844.32
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"VALLEY MECHANICAL 
Whittier Repairs",,"2,116.00",-2116
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,830.77,-830.77
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,"4,401.93",-4401.93
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"AMAZON DIRECT 
Void check 0067777","4,291.61",,4291.61
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,105,-105
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"OPTI STAFFING 
Office Staff",,"1,140.00",-1140
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,227,-227
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,"BATTERIES PLUS 
District Office Supplies",,38.25,-38.25
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/20/2020,REDACTED,,660,-660
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"ALASKA AIRLINES 
Invoices 3315660, 3315660, 3315660, 3315660, 3315660",,"2,595.90",-2595.9
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"AMAZON DIRECT 
Invoices 434, 446/569/646, 538/736/473, 558, 589/988/796, 667/997/635, 837, 875, 883, 897/798/895, 967/896",,"4,291.63",-4291.63
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"BANK OF AMERICA - VISA 
December",,"3,473.35",-3473.35
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"ALASKA COMMUNICATION SYSTEMS 
District Office/VTE",,381.74,-381.74
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"A+ CONFERENCING 
Teleconferences",,155.44,-155.44
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"EIMS Tech. 
Estimator",,200,-200
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"GCI 
Acct#1001536352 - Whittier",,193.78,-193.78
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"ENCHANTED FOREST 
Lemen Curr. Materials",,403,-403
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"AK GRAD 
Barnum Lessons",,500,-500
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"ALASKA AIR TRANSIT 
Board Travel",,"2,355.00",-2355
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,REDACTED,,280,-280
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"AT&T 
Invoices 287237582522 , 287238220248 (, 287261587976",,"4,674.94",-4674.94
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"XEROX FINANCIAL SVCS 
VTE Copier",,403.71,-403.71
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"WRITE AT HOME, INC 
Jones Lessons",,179,-179
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"VRC COMPANIES 
Shredding",,73,-73
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,REDACTED,,80,-80
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"TOWNEPLACE SUITES 
Board Lodging",,467.36,-467.36
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"JSC CONSULTING, LLC 
Board Retreat",,"1,600.00",-1600
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,REDACTED,,494.63,-494.63
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,"MCKEEHAN, MANUS 
Invoices January, January",,280,-280
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,REDACTED,,540.33,-540.33
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/22/2020,REDACTED,,40,-40
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"LAKE & PENINSULA SCHOOL DISTRICT 
CHILD Reimb.",,"126,034.73",-126034.73
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"BRISTOL BAY SCHOOL DISTRICT 
CHILD Reimb.",,"12,613.78",-12613.78
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"BARNES & NOBLE 
Heyward/Hines Curr. Materials",,174.68,-174.68
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"ENSTAR NATURAL GAS COMPANY 
Vanguard",,"1,313.39",-1313.39
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"BEGICH TOWERS 
February Rent",,630.21,-630.21
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"ALASKA AIR TRANSIT 
Invoices 412107, 412131/512, 443845",,"6,250.00",-6250
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,185.79,-185.79
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"COPPER RIVER RENTALS 
SPED Car Rental",,131.7,-131.7
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,"1,054.35",-1054.35
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,291.19,-291.19
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"A+ CONFERENCING 
Teleconferences",,47.62,-47.62
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,290.97,-290.97
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,"1,437.91",-1437.91
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,219.99,-219.99
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,409.97,-409.97
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,539.99,-539.99
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,60,-60
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"JONES SCHOOL SUPPLY 
Diploma Covers",,533.98,-533.98
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,161.5,-161.5
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"MCGRAW-HILL/ALEKS MATH 
Jones Lessons",,45,-45
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,214.17,-214.17
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,136.12,-136.12
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,230.07,-230.07
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,30,-30
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,"RAINBOW RESOURCE CENTER 
Weichert Curr. Materials",,162.6,-162.6
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/27/2020,REDACTED,,107,-107
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/30/2020,Pay period ending 1/30/2020,,910.25,-910.25
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,437.84,-437.84
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,200,-200
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"OPTI STAFFING 
Office Staff",,"1,140.00",-1140
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,306,-306
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"A+ CONFERENCING 
Teleconferences",,9.9,-9.9
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,99.99,-99.99
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,706.83,-706.83
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,738.55,-738.55
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,265,-265
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,351.74,-351.74
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,160,-160
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"CUMMINS INC 
Whittier Supplies",,131.95,-131.95
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,103,-103
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,50,-50
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"CENTRAL PLUMBING  
Whittier Supplies",,171.97,-171.97
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,200,-200
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"VRC COMPANIES 
Shredding",,76.65,-76.65
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,843.5,-843.5
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,245,-245
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"ALASKA AIR TRANSIT 
Board Travel",,440,-440
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,285.57,-285.57
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"PETTY CASH / WHITTIER 
Replenish Petty Cash",,123.4,-123.4
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,98.4,-98.4
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"ENSTAR NATURAL GAS COMPANY 
Whittier",,"3,570.02",-3570.02
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"ARCTIC OFFICE PRODUCTS 
District Office Supplies",,26.6,-26.6
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,REDACTED,,69.14,-69.14
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"PETTY CASH / EXTENSION 
Replenish Petty Cash",,148.61,-148.61
Chugach School District,20,100,610,0,0,0,Cash - Checking,,1/31/2020,"FANCHER, DEB 
Liquid Nitro",,360,-360
