District_Name,Fiscal_Year,Fund_Code,Org,Account,Object_Code,Project,Doc_Line_Number,Description,Invoice_Date,Date,Period,Vendor_Name,Amount
Valdez City School District,19,100,1,100,451,,PO  53097   5,Teaching Supplies,7/1/2018,7/1/2018,319,   318 NASCO MODESTO,94.88
Valdez City School District,19,100,1,100,451,,PO  53101   1,Teaching Supplies,7/1/2018,7/1/2018,319,   905 SCHOOL MART,939.2
Valdez City School District,19,100,1,100,451,,PO  53101   2,Shipping,7/1/2018,7/1/2018,319,   905 SCHOOL MART,102.3
Valdez City School District,19,100,1,100,451,,PO  53102   1,Home Ec Supplies,7/1/2018,7/1/2018,319,  1267 AMAZON CREDIT PLAN,219.94
Valdez City School District,19,100,1,100,451,,PO  53107   1,Teaching Supplies,7/1/2018,7/1/2018,319,  1253 THE HORN DOCTOR,341.24
Valdez City School District,19,100,1,100,451,,PO  53107   1,Teaching Supplies,7/1/2018,7/1/2018,319,  1253 THE HORN DOCTOR,-341.24
Valdez City School District,19,100,1,100,451,,PO  53113   1,Teaching Sup French,7/1/2018,7/1/2018,319,  1161 TEACHER'S DISCOVERY,332.22
Valdez City School District,19,100,1,100,451,,PO  53120   1,Smart Music Subs,7/1/2018,7/1/2018,319,"  2183 MAKEMUSIC, INC",780
Valdez City School District,19,100,1,100,451,,PO  53122   1,Annual Renewal,7/1/2018,7/1/2018,319,  3212 QUIZLET LLC,35.99
Valdez City School District,19,100,1,100,451,,PO  53123   1,Tech Dept. VHS,7/1/2018,7/1/2018,319,  3994 TECHSMITH CORPORATION,373.95
Valdez City School District,19,100,1,100,451,,PO  53226   2,8.5*11 paper,7/1/2018,7/1/2018,319,  2088 VALDEZ OFFICE SUPPLY,"1,399.60"
Valdez City School District,19,100,1,100,451,,PO  53226   7,11*17 paper,7/1/2018,7/1/2018,319,  2088 VALDEZ OFFICE SUPPLY,179.18
Valdez City School District,19,100,1,100,451,,PO  53226  10,8.5*14 paper,7/1/2018,7/1/2018,319,  2088 VALDEZ OFFICE SUPPLY,143.18
Valdez City School District,19,100,1,100,451,,PO  53226  13,Colored Paper,7/1/2018,7/1/2018,319,  2088 VALDEZ OFFICE SUPPLY,759.5
Valdez City School District,19,100,1,100,451,,PO  53226  14,divided 4 ways,7/1/2018,7/1/2018,319,  2088 VALDEZ OFFICE SUPPLY,218.75
Valdez City School District,19,100,1,100,451,,CL  35609   9,Teaching,7/1/2018,7/1/2018,419,"  3458 VALDEZ FOOD CACHE, LLC",206.37
Valdez City School District,19,100,1,100,451,,CL  35609   9,Teaching,7/1/2018,7/1/2018,419,"  3458 VALDEZ FOOD CACHE, LLC",-206.37
Valdez City School District,19,100,1,100,451,,CL  35618   1,Teaching Supplies,7/1/2018,3/5/2019,419,"  1398 FLINN SCIENTIFIC, INC.",414.05
Valdez City School District,19,100,1,100,451,,CL  35618   1,Teaching Supplies,7/1/2018,3/5/2019,419,"  1398 FLINN SCIENTIFIC, INC.",-414.05
Valdez City School District,19,100,1,100,451,,CL  35618   2,Freight to be determined,7/1/2018,3/5/2019,419,"  1398 FLINN SCIENTIFIC, INC.",58.93
Valdez City School District,19,100,1,100,451,,CL  35618   2,Freight to be determined,7/1/2018,3/5/2019,419,"  1398 FLINN SCIENTIFIC, INC.",-58.93
Valdez City School District,19,100,1,100,451,,CL  35619   1,Teaching Supp PE,7/1/2018,3/14/2019,419,   222 FLAGHOUSE INC,137.63
Valdez City School District,19,100,1,100,451,,CL  35619   1,Teaching Supp PE,7/1/2018,3/14/2019,419,   222 FLAGHOUSE INC,-137.63
Valdez City School District,19,100,1,100,451,,CL  35619   2,Teaching Supp PE,7/1/2018,3/11/2019,419,   222 FLAGHOUSE INC,733.63
Valdez City School District,19,100,1,100,451,,CL  35619   2,Teaching Supp PE,7/1/2018,3/11/2019,419,   222 FLAGHOUSE INC,-733.63
Valdez City School District,19,100,1,100,451,,CL  35619   3,Teaching Supp PE,7/1/2018,3/11/2019,419,   222 FLAGHOUSE INC,67.59
Valdez City School District,19,100,1,100,451,,CL  35619   3,Teaching Supp PE,7/1/2018,3/11/2019,419,   222 FLAGHOUSE INC,-67.59
Valdez City School District,19,100,1,100,451,,CL  35620   1,Quote D248,7/1/2018,3/6/2019,419,  2161 ARBOR SCIENTIFIC,302.9
Valdez City School District,19,100,1,100,451,,CL  35620   1,Quote D248,7/1/2018,3/6/2019,419,  2161 ARBOR SCIENTIFIC,-302.9
Valdez City School District,19,100,1,100,451,,CL  35620   2,USPS Priority Mail,7/1/2018,3/6/2019,419,  2161 ARBOR SCIENTIFIC,55.9
Valdez City School District,19,100,1,100,451,,CL  35620   2,USPS Priority Mail,7/1/2018,3/6/2019,419,  2161 ARBOR SCIENTIFIC,-55.9
Valdez City School District,19,100,1,100,451,,CL  35621   1,Teaching Supplies,7/1/2018,3/6/2019,419,   851 SCHOOL SPECIALTY INC,98.41
Valdez City School District,19,100,1,100,451,,CL  35621   1,Teaching Supplies,7/1/2018,3/6/2019,419,   851 SCHOOL SPECIALTY INC,-98.41
Valdez City School District,19,100,1,100,451,,CL  35623   1,Teaching Supp Science,7/1/2018,3/4/2019,419,   118 CAROLINA BIOLOGICAL SUPPLY CO.,"1,402.76"
Valdez City School District,19,100,1,100,451,,CL  35623   1,Teaching Supp Science,7/1/2018,3/4/2019,419,   118 CAROLINA BIOLOGICAL SUPPLY CO.,"-1,402.76"
Valdez City School District,19,100,1,100,451,,CL  35623   2,Teaching Supp Science,7/1/2018,3/7/2019,419,   118 CAROLINA BIOLOGICAL SUPPLY CO.,122
Valdez City School District,19,100,1,100,451,,CL  35623   2,Teaching Supp Science,7/1/2018,3/7/2019,419,   118 CAROLINA BIOLOGICAL SUPPLY CO.,-122
Valdez City School District,19,100,1,100,451,,CL  35704   3,Teaching Sup French,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,332.22
Valdez City School District,19,100,1,100,451,,CL  35704   3,Teaching Sup French,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-332.22
Valdez City School District,19,100,1,100,451,,CL  35704   6,Sewing Machine Kits,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,"1,427.60"
Valdez City School District,19,100,1,100,451,,CL  35704   6,Sewing Machine Kits,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,"-1,427.60"
Valdez City School District,19,100,1,100,451,,CL  35704   7,Teaching Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,98.7
Valdez City School District,19,100,1,100,451,,CL  35704   7,Teaching Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-98.7
Valdez City School District,19,100,1,100,451,,CL  35704   8,Teaching Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,939.2
Valdez City School District,19,100,1,100,451,,CL  35704   8,Teaching Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-939.2
Valdez City School District,19,100,1,100,451,,CL  35704   9,Shipping,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,102.3
Valdez City School District,19,100,1,100,451,,CL  35704   9,Shipping,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-102.3
Valdez City School District,19,100,1,100,451,,CL  35704  11,SAT and ACT Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,767
Valdez City School District,19,100,1,100,451,,CL  35704  11,SAT and ACT Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-767
Valdez City School District,19,100,1,100,451,,CL  35704  13,Tech Dept. VHS,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,373.95
Valdez City School District,19,100,1,100,451,,CL  35704  13,Tech Dept. VHS,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-373.95
Valdez City School District,19,100,1,100,451,,CL  35704  14,Teach Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,155.87
Valdez City School District,19,100,1,100,451,,CL  35704  14,Teach Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-155.87
Valdez City School District,19,100,1,100,451,,CL  35704  15,Teach Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,64.78
Valdez City School District,19,100,1,100,451,,CL  35704  15,Teach Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-64.78
Valdez City School District,19,100,1,100,451,,CL  35704  16,Office Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,56.99
Valdez City School District,19,100,1,100,451,,CL  35704  16,Office Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-56.99
Valdez City School District,19,100,1,100,451,,CL  35704  19,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,22.59
Valdez City School District,19,100,1,100,451,,CL  35704  19,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-22.59
Valdez City School District,19,100,1,100,451,,CL  35704  20,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,167.03
Valdez City School District,19,100,1,100,451,,CL  35704  20,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-167.03
Valdez City School District,19,100,1,100,451,,CL  35704  21,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,125.36
Valdez City School District,19,100,1,100,451,,CL  35704  21,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-125.36
Valdez City School District,19,100,1,100,451,,CL  35704  22,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,"1,588.68"
Valdez City School District,19,100,1,100,451,,CL  35704  22,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,"-1,588.68"
Valdez City School District,19,100,1,100,451,,CL  35704  23,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,59.48
Valdez City School District,19,100,1,100,451,,CL  35704  23,Shop Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-59.48
Valdez City School District,19,100,1,100,451,,CL  35704  24,Home Ec Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,219.94
Valdez City School District,19,100,1,100,451,,CL  35704  24,Home Ec Supplies,7/1/2018,7/1/2018,419,  3164 BANK OF AMERICA,-219.94
Valdez City School District,19,100,1,100,451,,CL  35710   2,Transportation,7/1/2018,3/31/2019,419,"   249 CARLILE TRANSPORTATION SYSTEMS, INC.",319.95
Valdez City School District,19,100,1,100,451,,CL  35710   2,Transportation,7/1/2018,3/31/2019,419,"   249 CARLILE TRANSPORTATION SYSTEMS, INC.",-319.95
Valdez City School District,19,100,1,100,451,,CL  35733   1,Teaching Supplies,7/1/2018,3/4/2019,419,   231 GOPHER SPORT,673.85
Valdez City School District,19,100,1,100,451,,CL  35733   1,Teaching Supplies,7/1/2018,3/4/2019,419,   231 GOPHER SPORT,-673.85
Valdez City School District,19,100,1,100,451,,CL  35733   2,Shipping,7/1/2018,3/4/2019,419,   231 GOPHER SPORT,154.99
Valdez City School District,19,100,1,100,451,,CL  35733   2,Shipping,7/1/2018,3/4/2019,419,   231 GOPHER SPORT,-154.99
Valdez City School District,19,100,1,100,451,,CL  35737   2,Teach Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",34.78
Valdez City School District,19,100,1,100,451,,CL  35737   2,Teach Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",-34.78
Valdez City School District,19,100,1,100,451,,CL  35737   3,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",9.3
Valdez City School District,19,100,1,100,451,,CL  35737   3,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",-9.3
Valdez City School District,19,100,1,100,451,,CL  35737   4,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",5.96
Valdez City School District,19,100,1,100,451,,CL  35737   4,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",-5.96
Valdez City School District,19,100,1,100,451,,CL  35737   5,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",15
Valdez City School District,19,100,1,100,451,,CL  35737   5,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",-15
Valdez City School District,19,100,1,100,451,,CL  35737   6,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",12.84
Valdez City School District,19,100,1,100,451,,CL  35737   6,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",-12.84
Valdez City School District,19,100,1,100,451,,CL  35758   3,Teach Supplies,7/1/2018,7/1/2018,419,   228 EAGLE QUALITY CENTER,19
Valdez City School District,19,100,1,100,451,,CL  35758   3,Teach Supplies,7/1/2018,7/1/2018,419,   228 EAGLE QUALITY CENTER,-19
Valdez City School District,19,100,1,100,451,,CL  35758   7,Teaching Supplies,7/1/2018,7/1/2018,419,   228 EAGLE QUALITY CENTER,15.72
Valdez City School District,19,100,1,100,451,,CL  35758   7,Teaching Supplies,7/1/2018,7/1/2018,419,   228 EAGLE QUALITY CENTER,-15.72
Valdez City School District,19,100,1,100,451,,CL  35758   8,Teaching Supplies,7/1/2018,7/1/2018,419,   228 EAGLE QUALITY CENTER,31.33
Valdez City School District,19,100,1,100,451,,CL  35758   8,Teaching Supplies,7/1/2018,7/1/2018,419,   228 EAGLE QUALITY CENTER,-31.33
Valdez City School District,19,100,1,100,451,,CL  35800   1,Life Guard Cert. x 7,7/1/2018,4/29/2019,419,"  1341 VALDEZ, CITY OF",385
Valdez City School District,19,100,1,100,451,,CL  35800   1,Life Guard Cert. x 7,7/1/2018,4/29/2019,419,"  1341 VALDEZ, CITY OF",-385
Valdez City School District,19,100,1,100,451,,PO  53296   2,Teach Supplies,7/1/2018,7/1/2018,419,   228 EAGLE QUALITY CENTER,19
Valdez City School District,19,100,1,100,451,,PO  53297   1,Teaching,7/1/2018,7/1/2018,419,"  3458 VALDEZ FOOD CACHE, LLC",206.37
Valdez City School District,19,100,1,100,451,,PO  53411   2,Transportation,7/1/2018,7/1/2018,419,"   249 CARLILE TRANSPORTATION SYSTEMS, INC.",319.95
Valdez City School District,19,100,1,100,451,,PO  53412   1,Life Guard Cert. x 7,7/1/2018,7/1/2018,419,"  1341 VALDEZ, CITY OF",385
Valdez City School District,19,100,1,100,451,,PO  53458   1,Science Supplies,7/1/2018,7/1/2018,419,  1267 AMAZON CREDIT PLAN,30.19
Valdez City School District,19,100,1,100,451,,PO  53472   1,Teaching Supplies,7/1/2018,7/1/2018,419,   228 EAGLE QUALITY CENTER,15.72
Valdez City School District,19,100,1,100,451,,PO  53472   2,Teaching Supplies,7/1/2018,7/1/2018,419,   228 EAGLE QUALITY CENTER,31.33
Valdez City School District,19,100,1,100,451,,PO  53473   2,Teach Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",34.78
Valdez City School District,19,100,1,100,451,,PO  53473   3,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",9.3
Valdez City School District,19,100,1,100,451,,PO  53473   4,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",5.96
Valdez City School District,19,100,1,100,451,,PO  53473   5,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",15
Valdez City School District,19,100,1,100,451,,PO  53473   6,Teaching Supplies,7/1/2018,7/1/2018,419,"    63 MORRISON, TRISTY",12.84
Valdez City School District,19,100,1,100,451,,PO  53517   1,Student Achievement,7/1/2018,7/1/2018,419,"  1124 JONES SCHOOL SUPPLY CO., INC.",106.9
Valdez City School District,19,100,1,100,451,,PO  53522   1,8 1/2 X 11 COPY PAPER,7/1/2018,7/1/2018,419,  2088 VALDEZ OFFICE SUPPLY,145.35
Valdez City School District,19,100,1,100,451,,PO  53522   2,8 1/2 X 11 COPY PAPER,7/1/2018,7/1/2018,419,  2088 VALDEZ OFFICE SUPPLY,105.13
Valdez City School District,19,100,1,100,451,,CL  35842   1,Teaching Supplies,7/1/2018,4/16/2019,519,   318 NASCO MODESTO,"2,942.14"
Valdez City School District,19,100,1,100,451,,CL  35842   1,Teaching Supplies,7/1/2018,4/16/2019,519,   318 NASCO MODESTO,"-2,942.14"
Valdez City School District,19,100,1,100,451,,CL  35842   2,Teaching Supplies,7/1/2018,4/18/2019,519,   318 NASCO MODESTO,886.5
Valdez City School District,19,100,1,100,451,,CL  35842   2,Teaching Supplies,7/1/2018,4/18/2019,519,   318 NASCO MODESTO,-886.5
Valdez City School District,19,100,1,100,451,,CL  35842   3,Teaching Supplies,7/1/2018,4/19/2019,519,   318 NASCO MODESTO,933.76
Valdez City School District,19,100,1,100,451,,CL  35842   3,Teaching Supplies,7/1/2018,4/19/2019,519,   318 NASCO MODESTO,-933.76
Valdez City School District,19,100,1,100,451,,CL  35883   2,Student Achievement,7/1/2018,7/1/2018,519,  3164 BANK OF AMERICA,106.9
Valdez City School District,19,100,1,100,451,,CL  35883   2,Student Achievement,7/1/2018,7/1/2018,519,  3164 BANK OF AMERICA,-106.9
Valdez City School District,19,100,1,100,451,,CL  35883   4,Science Supplies,7/1/2018,7/1/2018,519,  3164 BANK OF AMERICA,30.19
Valdez City School District,19,100,1,100,451,,CL  35883   4,Science Supplies,7/1/2018,7/1/2018,519,  3164 BANK OF AMERICA,-30.19
Valdez City School District,19,100,1,100,451,,CL  35883   5,Annual Renewal,7/1/2018,7/1/2018,519,  3164 BANK OF AMERICA,35.99
Valdez City School District,19,100,1,100,451,,CL  35883   5,Annual Renewal,7/1/2018,7/1/2018,519,  3164 BANK OF AMERICA,-35.99
Valdez City School District,19,100,1,100,451,,CL  35925  15,Teaching Supplies,7/1/2018,7/1/2018,519,   228 EAGLE QUALITY CENTER,8.49
Valdez City School District,19,100,1,100,451,,CL  35925  15,Teaching Supplies,7/1/2018,7/1/2018,519,   228 EAGLE QUALITY CENTER,-8.49
Valdez City School District,19,100,1,100,451,,CL  35950   1,Teaching Supplies,7/1/2018,5/10/2019,519,   318 NASCO MODESTO,183.47
Valdez City School District,19,100,1,100,451,,CL  35950   1,Teaching Supplies,7/1/2018,5/10/2019,519,   318 NASCO MODESTO,-183.47
Valdez City School District,19,100,1,100,451,,CL  35950   2,Teaching Supplies,7/1/2018,5/10/2019,519,   318 NASCO MODESTO,94.88
Valdez City School District,19,100,1,100,451,,CL  35950   2,Teaching Supplies,7/1/2018,5/10/2019,519,   318 NASCO MODESTO,-94.88
Valdez City School District,19,100,1,100,451,,CL  35956   2,Teaching Supplies,7/1/2018,7/1/2018,519,"   749 HECKATHORN, JENNY",17.32
Valdez City School District,19,100,1,100,451,,CL  35956   2,Teaching Supplies,7/1/2018,7/1/2018,519,"   749 HECKATHORN, JENNY",-17.32
Valdez City School District,19,100,1,100,451,,CL  35956   3,Teaching Supplies,7/1/2018,7/1/2018,519,"   749 HECKATHORN, JENNY",27.85
Valdez City School District,19,100,1,100,451,,CL  35956   3,Teaching Supplies,7/1/2018,7/1/2018,519,"   749 HECKATHORN, JENNY",-27.85
Valdez City School District,19,100,1,100,451,,PO  53734   1,Gear Rental,7/1/2018,7/1/2018,519,  4040 TEST THE WATERS,152
Valdez City School District,19,100,1,100,451,,PO  53745   5,Teaching Supplies,7/1/2018,7/1/2018,519,   228 EAGLE QUALITY CENTER,8.49
Valdez City School District,19,100,1,100,451,,PO  53746   1,Shop Teaching Supp,7/1/2018,7/1/2018,519,   245 HARRIS SAND & GRAVEL INC,76.2
Valdez City School District,19,100,1,100,451,,PO  53747   1,Field Trip Fees,7/1/2018,7/1/2018,519,  4046 FAIRBANKS NORTHSTAR BOROUGH PARKS & REC,24
Valdez City School District,19,100,1,100,451,,PO  53748   1,Teaching Supp,7/1/2018,7/1/2018,519,"  3458 VALDEZ FOOD CACHE, LLC",93.73
Valdez City School District,19,100,1,100,451,,PO  53820   2,Teaching Supplies,7/1/2018,7/1/2018,519,"   749 HECKATHORN, JENNY",17.32
Valdez City School District,19,100,1,100,451,,PO  53820   3,Teaching Supplies,7/1/2018,7/1/2018,519,"   749 HECKATHORN, JENNY",27.85
Valdez City School District,19,100,1,100,451,,PO  53850   1,AMZ Teach Supplies DO,7/1/2018,7/1/2018,519,"    63 MORRISON, TRISTY",7.9
Valdez City School District,19,100,1,100,451,,PO  53850   4,Teaching Supplies,7/1/2018,7/1/2018,519,"    63 MORRISON, TRISTY",23
Valdez City School District,19,100,1,100,451,,PO  53850   5,Teaching Supplies,7/1/2018,7/1/2018,519,"    63 MORRISON, TRISTY",42.58
Valdez City School District,19,100,1,100,451,,PO  53850   6,Teach Suppl D.O.,7/1/2018,7/1/2018,519,"    63 MORRISON, TRISTY",4.5
Valdez City School District,19,100,1,100,451,,PO  53850   7,Teach Suppl D.O.,7/1/2018,7/1/2018,519,"    63 MORRISON, TRISTY",6.49
Valdez City School District,19,100,1,100,451,,PO  53850   8,Teach Suppl D.O.,7/1/2018,7/1/2018,519,"    63 MORRISON, TRISTY",12.98
Valdez City School District,19,100,1,100,451,,PO  53850  13,Office Supplies,7/1/2018,7/1/2018,519,"    63 MORRISON, TRISTY",37.5
Valdez City School District,19,100,1,100,451,,CL  35972   1,AMZ Teach Supplies DO,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",7.9
Valdez City School District,19,100,1,100,451,,CL  35972   1,AMZ Teach Supplies DO,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",-7.9
Valdez City School District,19,100,1,100,451,,CL  35972   4,Teaching Supplies,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",23
Valdez City School District,19,100,1,100,451,,CL  35972   4,Teaching Supplies,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",-23
Valdez City School District,19,100,1,100,451,,CL  35972   5,Teaching Supplies,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",42.58
Valdez City School District,19,100,1,100,451,,CL  35972   5,Teaching Supplies,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",-42.58
Valdez City School District,19,100,1,100,451,,CL  35972   6,Teach Suppl D.O.,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",4.5
Valdez City School District,19,100,1,100,451,,CL  35972   6,Teach Suppl D.O.,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",-4.5
Valdez City School District,19,100,1,100,451,,CL  35972   7,Teach Suppl D.O.,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",6.49
Valdez City School District,19,100,1,100,451,,CL  35972   7,Teach Suppl D.O.,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",-6.49
Valdez City School District,19,100,1,100,451,,CL  35972   8,Teach Suppl D.O.,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",12.98
Valdez City School District,19,100,1,100,451,,CL  35972   8,Teach Suppl D.O.,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",-12.98
Valdez City School District,19,100,1,100,451,,CL  35972  13,Office Supplies,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",37.5
Valdez City School District,19,100,1,100,451,,CL  35972  13,Office Supplies,7/1/2018,7/1/2018,619,"    63 MORRISON, TRISTY",-37.5
Valdez City School District,19,100,1,100,451,,CL  35994   1,Teaching Supp Science,7/1/2018,5/31/2019,619,   118 CAROLINA BIOLOGICAL SUPPLY CO.,208
Valdez City School District,19,100,1,100,451,,CL  35994   1,Teaching Supp Science,7/1/2018,5/31/2019,619,   118 CAROLINA BIOLOGICAL SUPPLY CO.,-208
Valdez City School District,19,100,1,100,451,,CL  36029   1,Shop Teaching Supp,7/1/2018,5/18/2019,619,   245 HARRIS SAND & GRAVEL INC,76.2
Valdez City School District,19,100,1,100,451,,CL  36029   1,Shop Teaching Supp,7/1/2018,5/18/2019,619,   245 HARRIS SAND & GRAVEL INC,-76.2
Valdez City School District,19,100,1,100,451,,CL  36035  13,Gear Rental,7/1/2018,7/1/2018,619,  3164 BANK OF AMERICA,152
Valdez City School District,19,100,1,100,451,,CL  36035  13,Gear Rental,7/1/2018,7/1/2018,619,  3164 BANK OF AMERICA,-152
Valdez City School District,19,100,1,100,451,,CL  36035  14,Field Trip Fees,7/1/2018,7/1/2018,619,  3164 BANK OF AMERICA,24
Valdez City School District,19,100,1,100,451,,CL  36035  14,Field Trip Fees,7/1/2018,7/1/2018,619,  3164 BANK OF AMERICA,-24
Valdez City School District,19,100,1,100,451,,CL  36042   5,Teaching Supp,7/1/2018,7/1/2018,619,"  3458 VALDEZ FOOD CACHE, LLC",93.73
Valdez City School District,19,100,1,100,451,,CL  36042   5,Teaching Supp,7/1/2018,7/1/2018,619,"  3458 VALDEZ FOOD CACHE, LLC",-93.73
Valdez City School District,19,100,1,100,451,,CL  36044   1,8 1/2 X 11 COPY PAPER,7/1/2018,4/25/2019,619,  2088 VALDEZ OFFICE SUPPLY,145.35
Valdez City School District,19,100,1,100,451,,CL  36044   1,8 1/2 X 11 COPY PAPER,7/1/2018,4/25/2019,619,  2088 VALDEZ OFFICE SUPPLY,-145.35
Valdez City School District,19,100,1,100,451,,CL  36044   2,8 1/2 X 11 COPY PAPER,7/1/2018,4/25/2019,619,  2088 VALDEZ OFFICE SUPPLY,105.13
Valdez City School District,19,100,1,100,451,,CL  36044   2,8 1/2 X 11 COPY PAPER,7/1/2018,4/25/2019,619,  2088 VALDEZ OFFICE SUPPLY,-105.13
Valdez City School District,19,100,1,100,471,,CL  34397   1,EDU License Plan,7/1/2018,9/17/2018,918,  3820 CO SPACES,105
Valdez City School District,19,100,1,100,471,,CL  34397   1,EDU License Plan,7/1/2018,9/17/2018,918,  3820 CO SPACES,-105
Valdez City School District,19,100,1,100,471,,CL  34397   2,,7/1/2018,9/17/2018,918,  3820 CO SPACES,5
Valdez City School District,19,100,1,100,471,,CL  34397   2,,7/1/2018,9/17/2018,918,  3820 CO SPACES,-5
Valdez City School District,19,100,1,100,471,,PO  51101   1,Into the Wild,7/1/2018,7/1/2018,918,"   923 PERMA BOUND, INC.",987
Valdez City School District,19,100,1,100,471,,PO  51105   1,EDU License Plan,7/1/2018,7/1/2018,918,  3820 CO SPACES,105
Valdez City School District,19,100,1,100,471,,PO  51105   2,,7/1/2018,7/1/2018,918,  3820 CO SPACES,5
Valdez City School District,19,100,1,100,471,,CL  34900   1,Into the Wild,7/1/2018,11/15/2018,1118,"   923 PERMA BOUND, INC.",987
Valdez City School District,19,100,1,100,471,,CL  34900   1,Into the Wild,7/1/2018,11/15/2018,1118,"   923 PERMA BOUND, INC.",-987
Valdez City School District,19,100,1,100,510,,PO  51047   1,Office Equip,7/1/2018,7/1/2018,818,  1267 AMAZON CREDIT PLAN,109.98
Valdez City School District,19,100,1,100,510,,CL  34402   3,Office Equip,7/1/2018,7/1/2018,918,  3164 BANK OF AMERICA,109.98
Valdez City School District,19,100,1,100,510,,CL  34402   3,Office Equip,7/1/2018,7/1/2018,918,  3164 BANK OF AMERICA,-109.98
Valdez City School District,19,100,1,100,510,,PO  53738   1,Plasma Table 11V,7/1/2018,7/1/2018,519,   759 GRAINGER ELECTRIC,"6,016.78"
Valdez City School District,19,100,1,100,510,,PO  53805   1,National Public Seating,7/1/2018,7/1/2018,519,   759 GRAINGER ELECTRIC,"10,025.70"
Valdez City School District,19,100,1,100,510,,CL  36071   1,Plasma Table 11V,7/1/2018,6/13/2019,619,   759 GRAINGER ELECTRIC,"6,016.78"
Valdez City School District,19,100,1,100,510,,CL  36071   1,Plasma Table 11V,7/1/2018,6/13/2019,619,   759 GRAINGER ELECTRIC,"-6,016.78"
Valdez City School District,19,100,1,100,510,,CL  36071   3,National Public Seating,7/1/2018,6/14/2019,619,   759 GRAINGER ELECTRIC,"10,025.70"
