District_Name,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code,Account_Name,Description,Budget,Encumbrance,Amount,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_Year,BatchNo
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,GAMMA STUDENT PACK,0,44,0,1/31/2020,O,20001228, , ,,45241,"MATH-U-SEE, INC.              ",                   ,20,247
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALGEBRA 2 - STUDENT: ROBERT SC,0,-125,0,1/31/2020,O,20001205, , ,,42161,LIVE ONLINE MATH              ,                   ,20,228
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ENGL 043 - ENGLISH 9 PART 2,0,125,0,1/31/2020,O,20001230, , ,,682,AK GRAD                       ,                   ,20,247
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,CTECH 041 - COMPUTER TECHNOLOG,0,125,0,1/31/2020,O,20001230, , ,,682,AK GRAD                       ,                   ,20,247
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,INFOP 041 - KEYBOARDING,0,125,0,1/31/2020,O,20001230, , ,,682,AK GRAD                       ,                   ,20,247
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,HWKB - HANDWRITING WITHOUT TEA,0,-73,0,2/3/2020,P,20001198, ,38400,,50512,BOOKSHARK LLC                 ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,KLA - LA K PACKAGE,0,-60,0,2/3/2020,P,20001198, ,38400,,50512,BOOKSHARK LLC                 ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,AMERICAN HISTORY - SEMESTER 2,0,-260,0,2/3/2020,P,20001203, ,38427,,661,NORTH DAKOTA CENTER FOR DISTAN,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MUS1 - MATH-U-SEE ALPHA,0,-165,0,2/3/2020,P,20001198, ,38400,,50512,BOOKSHARK LLC                 ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,TEXT BOOKS,0,-70,0,2/3/2020,P,20001202, ,38399,,682,AK GRAD                       ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,1LA - LANGUAGE ARTS 1 PACKAGE,0,-200,0,2/3/2020,P,20001198, ,38400,,50512,BOOKSHARK LLC                 ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MUSK - MATH-U-SEE PRIMER,0,-142,0,2/3/2020,P,20001198, ,38400,,50512,BOOKSHARK LLC                 ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,AHK - HANDS-ON HISTORY: WORLD,0,-49.99,0,2/3/2020,P,20001198, ,38400,,50512,BOOKSHARK LLC                 ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,FHK - HANDS-ON HISTORY: WORLD,0,-49.99,0,2/3/2020,P,20001198, ,38400,,50512,BOOKSHARK LLC                 ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,"KL030 - EXPLODE THE CODE A, B,",0,-38.95,0,2/3/2020,P,20001198, ,38400,,50512,BOOKSHARK LLC                 ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ENGLISH 11 - SEMESTER 2,0,-260,0,2/3/2020,P,20001203, ,38427,,661,NORTH DAKOTA CENTER FOR DISTAN,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,KR01 - FUN TALES,0,-23.99,0,2/3/2020,P,20001198, ,38400,,50512,BOOKSHARK LLC                 ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALASKA STUDIES,0,-100,0,2/3/2020,P,20001202, ,38399,,682,AK GRAD                       ,                   ,20,249
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ENGL 043 - ENGLISH 9 PART 2,0,-125,0,2/4/2020,P,20001230, ,38473,,682,AK GRAD                       ,                   ,20,253
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ENGLISH: WRITING POETRY,0,-125,0,2/4/2020,P,20001229, ,38470,,682,AK GRAD                       ,                   ,20,253
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,BUSINESS AND COMSUMER MATH - P,0,-125,0,2/4/2020,P,20001221, ,38472,,682,AK GRAD                       ,                   ,20,253
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SMALL ENGINE REPAIR,0,-125,0,2/4/2020,P,20001212, ,38469,,682,AK GRAD                       ,                   ,20,253
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,CTECH 041 - COMPUTER TECHNOLOG,0,-125,0,2/4/2020,P,20001230, ,38473,,682,AK GRAD                       ,                   ,20,253
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,INFOP 041 - KEYBOARDING,0,-125,0,2/4/2020,P,20001230, ,38471,,682,AK GRAD                       ,                   ,20,253
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALL ABOUT READING LEVEL 2 MATE,0,134.95,0,2/10/2020,O,20001238, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALEKS MATH,0,45,0,2/10/2020,O,20001240, , ,,3034,ALEKS CORPORATION             ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,DELL 3400 CHROMEBOOK,0,259.06,0,2/10/2020,O,20001239, , ,,1324,DELL COMPUTER CORPORATION     ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,30,0,2/10/2020,O,20001238, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,STORY OF THE WORLD VOL 2 TESTS,0,9.75,0,2/10/2020,O,20001238, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALL ABOUT READING BASIC INTERA,0,21.85,0,2/10/2020,O,20001238, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ESSENTIALS IN LITERATURE LEVEL,0,107,0,2/10/2020,O,20001236, , ,,50598,ESSENTIALS IN WRITING         ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ESSENTIALS IN WRITING LEVEL 7,0,174,0,2/10/2020,O,20001236, , ,,50598,ESSENTIALS IN WRITING         ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MIDDLE SCHOOL WORLD HISTORY -,0,260,0,2/10/2020,O,20001237, , ,,661,NORTH DAKOTA CENTER FOR DISTAN,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MCRUFFY FIRST GRADE SCIENCE,0,41.95,0,2/10/2020,O,20001238, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MIDDLE SCHOOL WORLD HISTORY -,0,-260,0,2/10/2020,P,20001237, ,38538,,661,NORTH DAKOTA CENTER FOR DISTAN,                   ,20,260
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MCRUFFY FIRST GRADE MATH,0,51.95,0,2/10/2020,O,20001238, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MCRUFFY FIRST GRADE MATH MANIP,0,27.95,0,2/10/2020,O,20001238, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,258
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,GAMMA STUDENT PACK,0,-44,0,2/10/2020,P,20001228, ,38537,,45241,"MATH-U-SEE, INC.              ",                   ,20,260
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,-4.4,0,2/10/2020,P,20001228, ,38537,,45241,"MATH-U-SEE, INC.              ",                   ,20,260
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SEE ATTACHED REQUISITION FOR B,0,-11.95,0,2/12/2020,P,20001077, ,38598,,46329,MOVING BEYOND THE PAGE        ,                   ,20,264
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,7.25,0,2/12/2020,O,20001241, , ,,44741,MCRUFFY PRESS                 ,                   ,20,266
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,TRADITIONAL HANDWRITING WORKBO,0,49.9,0,2/12/2020,O,20001241, , ,,44741,MCRUFFY PRESS                 ,                   ,20,266
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MCRUFFY SCIENCE LAB KIT,0,29.95,0,2/12/2020,O,20001241, , ,,44741,MCRUFFY PRESS                 ,                   ,20,266
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ENG 10 PART 1-CR,0,125,0,2/19/2020,O,20001243, , ,,682,AK GRAD                       ,                   ,20,271
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,DELL 3400 CHROMEBOOK,0,-259.06,0,2/19/2020,P,20001239, ,38647,,1324,DELL COMPUTER CORPORATION     ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALL ABOUT READING LEVEL 2 MATE,0,-134.95,0,2/19/2020,P,20001238, ,38649,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MCRUFFY FIRST GRADE MATH,0,-51.95,0,2/19/2020,P,20001238, ,38649,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MCRUFFY FIRST GRADE SCIENCE,0,-41.95,0,2/19/2020,P,20001238, ,38649,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,-30,0,2/19/2020,P,20001238, ,38649,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MCRUFFY FIRST GRADE MATH MANIP,0,-27.95,0,2/19/2020,P,20001238, ,38649,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALL ABOUT READING BASIC INTERA,0,-21.85,0,2/19/2020,P,20001238, ,38649,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,STORY OF THE WORLD VOL 2 TESTS,0,-9.75,0,2/19/2020,P,20001238, ,38649,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ESSENTIALS IN LITERATURE LEVEL,0,-107,0,2/19/2020,P,20001236, ,38650,,50598,ESSENTIALS IN WRITING         ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ESSENTIALS IN WRITING LEVEL 7,0,-174,0,2/19/2020,P,20001236, ,38650,,50598,ESSENTIALS IN WRITING         ,                   ,20,275
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ASSET TAGS,0,75,0,2/28/2020,O,20001250, , ,,54879,FIREFLY COMPUTERS             ,                   ,20,278
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALEXS MATH - 2 STUDENTS,0,90,0,2/28/2020,O,20001252, , ,,3034,ALEKS CORPORATION             ,                   ,20,278
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,10,0,2/28/2020,O,20001250, , ,,54879,FIREFLY COMPUTERS             ,                   ,20,278
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALEKS MATH,0,-45,0,3/3/2020,P,20001240, ,38686,,3034,ALEKS CORPORATION             ,                   ,20,285
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SEE ATTACHED ORDER 103532 D.O.,0,-621.57,0,3/5/2020,O,19001238, , ,,86,KCDA PURCHASING COOPERATIVE   ,                   ,20,288
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,TRADITIONAL HANDWRITING WORKBO,0,-49.9,0,3/9/2020,P,20001241, ,38781,,44741,MCRUFFY PRESS                 ,                   ,20,290
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,-7.25,0,3/9/2020,P,20001241, ,38781,,44741,MCRUFFY PRESS                 ,                   ,20,290
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,MCRUFFY SCIENCE LAB KIT,0,-29.95,0,3/9/2020,P,20001241, ,38781,,44741,MCRUFFY PRESS                 ,                   ,20,290
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ENG 10 PART 1-CR,0,-125,0,3/9/2020,P,20001243, ,38769,,682,AK GRAD                       ,                   ,20,290
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,-10,0,3/16/2020,P,20001250, ,38856,,54879,FIREFLY COMPUTERS             ,                   ,20,305
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ASSET TAGS,0,-75,0,3/16/2020,P,20001250, ,38856,,54879,FIREFLY COMPUTERS             ,                   ,20,305
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,US HISTORY FROM 1877,0,125,0,3/17/2020,O,20001260, , ,,682,AK GRAD                       ,                   ,20,307
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,35.15,0,3/24/2020,O,20001262, , ,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,317
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,WP-05W - WRITING WITH PURPOSE,0,69,0,3/24/2020,O,20001262, , ,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,317
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,GJ-02W - GET A JOB CURRICULUM,0,29,0,3/24/2020,O,20001262, , ,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,317
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,PO-02W - POSITIVE BEHAVIOR,0,39,0,3/24/2020,O,20001262, , ,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,317
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,JS-10W - JOB SEARCH CURRICULUM,0,59,0,3/24/2020,O,20001262, , ,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,317
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALW-10W - ACCESS LANGUAGE ARTS,0,249,0,3/24/2020,O,20001262, , ,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,317
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,LEM-10W - LOOK EVERYDAY MATH S,0,99,0,3/24/2020,O,20001262, , ,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,317
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,EM-B10W - EXPLORE BUDGETING,0,159,0,3/24/2020,O,20001262, , ,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,317
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,056414 - ALASKA: MY STATE HIST,0,14.99,0,3/27/2020,O,20001266, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,320
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,006020 - STUDENT REFERENCE TIM,0,0.65,0,3/27/2020,O,20001266, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,320
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,020931 -  ALASKA POSTER MAP,0,8.5,0,3/27/2020,O,20001266, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,320
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,6.95,0,3/27/2020,O,20001266, , ,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,320
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,056414 - ALASKA: MY STATE HIST,0,-14.99,0,4/3/2020,P,20001266, ,38975,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,325
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,020931 -  ALASKA POSTER MAP,0,-8.5,0,4/3/2020,P,20001266, ,38975,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,325
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,-6.95,0,4/3/2020,P,20001266, ,38975,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,325
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,006020 - STUDENT REFERENCE TIM,0,-0.65,0,4/3/2020,P,20001266, ,38975,,1521,RAINBOW RESOURCE CENTER INC   ,                   ,20,325
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALEXS MATH - 2 STUDENTS,0,-90,0,4/3/2020,P,20001252, ,38973,,3034,ALEKS CORPORATION             ,                   ,20,325
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,LA/MATH/HISTORY PACKET - NASHL,0,749.88,0,4/3/2020,O,20001267, , ,,50512,BOOKSHARK LLC                 ,                   ,20,323
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALW-10W - ACCESS LANGUAGE ARTS,0,-249,0,4/6/2020,P,20001262, ,39013,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,328
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,EM-B10W - EXPLORE BUDGETING,0,-159,0,4/6/2020,P,20001262, ,39013,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,328
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,LEM-10W - LOOK EVERYDAY MATH S,0,-99,0,4/6/2020,P,20001262, ,39013,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,328
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,WP-05W - WRITING WITH PURPOSE,0,-69,0,4/6/2020,P,20001262, ,39013,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,328
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,JS-10W - JOB SEARCH CURRICULUM,0,-59,0,4/6/2020,P,20001262, ,39013,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,328
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,PO-02W - POSITIVE BEHAVIOR,0,-39,0,4/6/2020,P,20001262, ,39013,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,328
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,GJ-02W - GET A JOB CURRICULUM,0,-29,0,4/6/2020,P,20001262, ,39013,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,328
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,-35.15,0,4/6/2020,P,20001262, ,39013,,2255,ATTAINMENT COMPANY INC.       ,                   ,20,328
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,DELL LATITUDE 3190 LAPTOP,0,483.15,0,4/6/2020,O,20001268, , ,,1324,DELL COMPUTER CORPORATION     ,                   ,20,329
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,16,0,4/16/2020,O,20001271, , ,,45241,"MATH-U-SEE, INC.              ",                   ,20,332
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,EPSILON STUDENT PACK,0,44,0,4/16/2020,O,20001271, , ,,45241,"MATH-U-SEE, INC.              ",                   ,20,332
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALGEBRA 1 STUDENT PACK,0,44,0,4/16/2020,O,20001271, , ,,45241,"MATH-U-SEE, INC.              ",                   ,20,332
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALGEBRA 2 UNIVERSAL PACK,0,131,0,4/16/2020,O,20001271, , ,,45241,"MATH-U-SEE, INC.              ",                   ,20,332
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALPHA STUDENT PACK,0,44,0,4/16/2020,O,20001271, , ,,45241,"MATH-U-SEE, INC.              ",                   ,20,332
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,NOEO SCIENCE LEVEL 3,0,259,0,5/5/2020,O,20001285, , ,,53490,NOEO                          ,                   ,20,352
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,NOEO SCIENCE CHEMISTRY LEVEL 2,0,150,0,5/5/2020,O,20001285, , ,,53490,NOEO                          ,                   ,20,352
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,NOEO SCIENCE CHEMIISTRY LEVEL,0,219,0,5/5/2020,O,20001285, , ,,53490,NOEO                          ,                   ,20,352
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,CAREER EXPLORATION,0,125,0,5/5/2020,O,20001284, , ,,47414,EDGENUITY                     ,                   ,20,352
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,HONORS ECONOMICS,0,125,0,5/5/2020,O,20001284, , ,,47414,EDGENUITY                     ,                   ,20,352
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,62.8,0,5/5/2020,O,20001285, , ,,53490,NOEO                          ,                   ,20,352
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,HPH3151B - STRENGTH TRAINING,0,260,0,5/7/2020,O,20001287, , ,,661,NORTH DAKOTA CENTER FOR DISTAN,                   ,20,354
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SELGF-057 EDUCATION AND CAREER,0,125,0,5/8/2020,O,20001291, , ,,682,AK GRAD                       ,                   ,20,355
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SELGF-057 EDUCATION AND CAREER,0,-125,0,5/11/2020,P,20001291, ,39204,,682,AK GRAD                       ,                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,HPH3151B - STRENGTH TRAINING,0,-260,0,5/11/2020,P,20001287, ,39220,,661,NORTH DAKOTA CENTER FOR DISTAN,                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALGEBRA 2 UNIVERSAL PACK,0,-131,0,5/11/2020,P,20001271, ,39219,,45241,"MATH-U-SEE, INC.              ",                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,EPSILON STUDENT PACK,0,-44,0,5/11/2020,P,20001271, ,39219,,45241,"MATH-U-SEE, INC.              ",                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALPHA STUDENT PACK,0,-44,0,5/11/2020,P,20001271, ,39219,,45241,"MATH-U-SEE, INC.              ",                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALGEBRA 1 STUDENT PACK,0,-44,0,5/11/2020,P,20001271, ,39219,,45241,"MATH-U-SEE, INC.              ",                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,-16,0,5/11/2020,P,20001271, ,39219,,45241,"MATH-U-SEE, INC.              ",                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,DELL LATITUDE 3190 LAPTOP,0,-483.15,0,5/11/2020,P,20001268, ,39212,,1324,DELL COMPUTER CORPORATION     ,                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,LA/MATH/HISTORY PACKET - NASHL,0,-319.7,0,5/11/2020,P,20001267, ,39205,,50512,BOOKSHARK LLC                 ,                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,LA/MATH/HISTORY PACKET - NASHL,0,-430.18,0,5/11/2020,P,20001267, ,39206,,50512,BOOKSHARK LLC                 ,                   ,20,356
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ECONOMICS FOR 2 BEAUCHAMP GIRL,0,250,0,6/3/2020,O,20001296, , ,,682,AK GRAD                       ,                   ,20,388
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,WORLD HISTORY - B,0,125,0,6/10/2020,O,20001298, , ,,47414,EDGENUITY                     ,                   ,20,393
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,NOEO SCIENCE CHEMISTRY LEVEL 2,0,-150,0,6/10/2020,P,20001285, ,39379,,53490,NOEO                          ,                   ,20,391
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,NOEO SCIENCE CHEMIISTRY LEVEL,0,-219,0,6/10/2020,P,20001285, ,39379,,53490,NOEO                          ,                   ,20,391
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,NOEO SCIENCE LEVEL 3,0,-259,0,6/10/2020,P,20001285, ,39379,,53490,NOEO                          ,                   ,20,391
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ECONOMICS FOR 2 BEAUCHAMP GIRL,0,-250,0,6/10/2020,P,20001296, ,39377,,682,AK GRAD                       ,                   ,20,391
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ALGEBRA 1 - SEMESTER 2 -  ,0,-280,0,6/10/2020,P,20001079, ,39391,,42161,LIVE ONLINE MATH              ,                   ,20,391
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,GEOMETRY B - SEMESTER 2 -  ,0,-280,0,6/10/2020,P,20001079, ,39391,,42161,LIVE ONLINE MATH              ,                   ,20,391
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,GEOMETRY B - SEMESTER 2 -  ,0,-280,0,6/10/2020,P,20001080, ,39389,,42161,LIVE ONLINE MATH              ,                   ,20,391
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,PRE-ALGEBRA - LILLIAN PALMER -,0,-125,0,6/10/2020,P,20001220, ,39390,,42161,LIVE ONLINE MATH              ,                   ,20,391
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SHIPPING,0,-62.8,0,6/10/2020,P,20001285, ,39379,,53490,NOEO                          ,                   ,20,391
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,AMERICAN LIT - B,0,125,0,6/10/2020,O,20001298, , ,,47414,EDGENUITY                     ,                   ,20,393
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,20% DISCOUNT PROMOTION,0,57.8,0,6/30/2020,O,20001186, , ,,43389,WRITE AT HOME                 ,                   ,20,424
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,,0,-57.8,0,6/30/2020,P,20001186, , ,,43389,WRITE AT HOME                 ,                   ,20,426
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,ELA3011 A - AMERICAN LIT A,0,-750,0,6/30/2020,O,20001047, , ,,54186,AK DIGITAL ACADEMY            ,                   ,20,410
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,US HISTORY FROM 1877,0,-125,0,6/30/2020,O,20001260, , ,,682,AK GRAD                       ,                   ,20,410
Copper River School District,20,100,99,140,0,451,TEACHING SUPPLIES,SC3207 A EARTH SCIENCE A,0,-250,0,6/30/2020,O,20001053, , ,,54186,AK DIGITAL ACADEMY            ,                   ,20,420
Copper River School District,20,100,99,140,0,475,TECHNOLOGY SUPPLIES,P-CARD PMT - PDF EXCHANGE,0,0,70.85,1/10/2020,J,1376, , ,,         ,                              ,                   ,20,294
Copper River School District,20,100,99,140,0,475,TECHNOLOGY SUPPLIES,P-CARD PMT - PDF EXCHANGE,0,0,70.85,1/10/2020,J,1376, , ,,         ,                              ,                   ,20,212
Copper River School District,20,100,99,140,0,475,TECHNOLOGY SUPPLIES,P-CARD PMT - PDF EXCHANGE,0,0,-70.85,1/10/2020,J,1400, , ,,         ,                              ,                   ,20,299
