District_Name,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code,Account_Name,Reference_Number,Requisition_Number,PO_Number,Description,Exclude1,Exclude2,Name,Exclude3,Journal,Amount
Petersburg Borough School District,19,100,100,700,130,366,RETIREMENT CONTRIBUTION-PERS,0,0,0,MONTHLY - Period Number:  8,,,PERS- Defined Contribution,,Payroll,$2.00
Petersburg Borough School District,19,100,100,700,130,366,RETIREMENT CONTRIBUTION-PERS,0,0,0,MONTHLY - Period Number:  7,,,PERS-DC Medical Plan,,Payroll,$0.94
Petersburg Borough School District,19,100,100,700,130,366,RETIREMENT CONTRIBUTION-PERS,0,0,0,MONTHLY - Period Number:  8,,,PERS-DC Medical Plan,,Payroll,$0.37
Petersburg Borough School District,19,100,100,700,130,366,RETIREMENT CONTRIBUTION-PERS,12410,0,0,CASH DEPOSIT,,,,,Deposits,-$8.80
Petersburg Borough School District,19,100,100,700,130,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  6,,,FICA MEDICARE,,Payroll,$29.30
Petersburg Borough School District,19,100,100,700,130,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  7,,,FICA MEDICARE,,Payroll,$66.47
Petersburg Borough School District,19,100,100,700,130,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  8,,,FICA MEDICARE,,Payroll,$42.21
Petersburg Borough School District,19,100,100,700,130,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  9,,,FICA MEDICARE,,Payroll,$40.29
Petersburg Borough School District,19,100,100,700,130,367,MEDICARE TAX,12410,0,0,CASH DEPOSIT,,,,,Deposits,-$13.34
Petersburg Borough School District,19,100,100,700,130,368,SOCIAL SECURITY TAX,0,0,0,MONTHLY - Period Number:  6,,,FICA - SOC SEC,,Payroll,$18.31
Petersburg Borough School District,19,100,100,700,130,368,SOCIAL SECURITY TAX,0,0,0,MONTHLY - Period Number:  7,,,FICA - SOC SEC,,Payroll,$154.40
Petersburg Borough School District,19,100,100,700,130,368,SOCIAL SECURITY TAX,0,0,0,MONTHLY - Period Number:  8,,,FICA - SOC SEC,,Payroll,$62.33
Petersburg Borough School District,19,100,100,700,130,368,SOCIAL SECURITY TAX,0,0,0,MONTHLY - Period Number:  9,,,FICA - SOC SEC,,Payroll,$64.19
Petersburg Borough School District,19,100,100,700,130,368,SOCIAL SECURITY TAX,12410,0,0,CASH DEPOSIT,,,,,Deposits,-$49.60
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V101949,0,0,AP POSTING,,,CAROLYN KVERNVIK                                                                                                                                                                                                                                               ,,Accounts Payable,$92.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V101950,0,0,AP POSTING,,,KERRI CURTISS-01331                                                                                                                                                                                                                                            ,,Accounts Payable,$92.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V106062,454,431,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,$5.60
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V116460,0,0,AP POSTING,,,TIDES INN-02478                                                                                                                                                                                                                                                ,,Accounts Payable,$120.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V196107,304,275,Direct Voucher Posting,,,DEPT OF TRANSPORATION AND PF-00186                                                                                                                                                                                                                             ,,Accounts Payable,"$1,452.25"
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V227581,686,650,Direct Voucher Posting,,,BREAKAWAY ADVENTURES LLC.-00392                                                                                                                                                                                                                                ,,Accounts Payable,"$1,750.00"
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V295817,0,0,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$203.18
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V300091,304,275,Direct Voucher Posting,,,DEPT OF TRANSPORATION AND PF-00186                                                                                                                                                                                                                             ,,Accounts Payable,$640.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V313440,409,385,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,"$2,017.60"
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V412211,0,0,Direct Voucher Posting,,,DEPT OF TRANSPORATION AND PF-00186                                                                                                                                                                                                                             ,,Accounts Payable,-$40.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V464914,0,0,AP POSTING,,,LUAN MADOLE                                                                                                                                                                                                                                                    ,,Accounts Payable,$212.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V464915,0,0,AP POSTING,,,DRAKE BROCK-00740                                                                                                                                                                                                                                              ,,Accounts Payable,$212.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V465031,0,0,Direct Voucher Posting,,,HAMMER & WIKAN-01038                                                                                                                                                                                                                                           ,,Accounts Payable,$15.62
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V465031,0,0,Direct Voucher Posting,,,STUDEBAKER'S PIZZA-02332                                                                                                                                                                                                                                       ,,Accounts Payable,$78.52
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V481009,412,386,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,"$2,325.39"
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V484391,0,0,AP POSTING,,,MT EDGECUMBE HIGH SCHOOL-01639                                                                                                                                                                                                                                 ,,Accounts Payable,$144.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V548019,0,0,AP POSTING,,,DRAKE BROCK-00740                                                                                                                                                                                                                                              ,,Accounts Payable,$332.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V548020,0,0,AP POSTING,,,KERRI CURTISS-01331                                                                                                                                                                                                                                            ,,Accounts Payable,$240.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V561181,0,0,AP POSTING,,,DRAKE BROCK-00740                                                                                                                                                                                                                                              ,,Accounts Payable,$140.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V620641,0,0,AP POSTING,,,DRAKE BROCK-00740                                                                                                                                                                                                                                              ,,Accounts Payable,$92.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V627889,434,429,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,$830.85
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V674966,456,433,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,"$1,335.00"
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V682933,0,0,AP POSTING,,,DRAKE BROCK-00740                                                                                                                                                                                                                                              ,,Accounts Payable,$172.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V682934,0,0,AP POSTING,,,CAROLYN KVERNVIK                                                                                                                                                                                                                                               ,,Accounts Payable,$172.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V693800,388,365,AP POSTING,,,BREAKAWAY ADVENTURES LLC.-00392                                                                                                                                                                                                                                ,,Accounts Payable,"$4,400.00"
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V76691,406,390,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$312.85
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V791385,141,120,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,$22.40
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V805102,0,0,AP POSTING,,,LUAN MADOLE                                                                                                                                                                                                                                                    ,,Accounts Payable,$140.00
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V815284,386,364,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,"$2,137.10"
Petersburg Borough School District,19,100,100,700,130,426,GIRLS BB TRANSPORTATION,V953093,0,0,AP POSTING,,,KRISSA DAVIS                                                                                                                                                                                                                                                   ,,Accounts Payable,$92.00
Petersburg Borough School District,19,100,100,700,140,316,CERTIFICATED EXTRA DUTY PAY,0,0,0,MONTHLY - Period Number:  10,,,CERTIFICATED EXTRA DUTY PAY,,Payroll,"$4,682.00"
Petersburg Borough School District,19,100,100,700,140,322,NON-CERT SPECIALIST/EXTRA DUTY,0,0,0,MONTHLY - Period Number:  10,,,NON-CERT SPECIALIST/EXTRA DUTY,,Payroll,$171.50
Petersburg Borough School District,19,100,100,700,140,322,NON-CERT SPECIALIST/EXTRA DUTY,0,0,0,MONTHLY - Period Number:  3,,,NON-CERT SPECIALIST/EXTRA DUTY,,Payroll,$624.33
Petersburg Borough School District,19,100,100,700,140,322,NON-CERT SPECIALIST/EXTRA DUTY,0,0,0,MONTHLY - Period Number:  4,,,NON-CERT SPECIALIST/EXTRA DUTY,,Payroll,$624.33
Petersburg Borough School District,19,100,100,700,140,322,NON-CERT SPECIALIST/EXTRA DUTY,0,0,0,MONTHLY - Period Number:  5,,,NON-CERT SPECIALIST/EXTRA DUTY,,Payroll,$624.34
Petersburg Borough School District,19,100,100,700,140,322,NON-CERT SPECIALIST/EXTRA DUTY,0,0,0,MONTHLY - Period Number:  9,,,NON-CERT SPECIALIST/EXTRA DUTY,,Payroll,$171.50
Petersburg Borough School District,19,100,100,700,140,322,NON-CERT SPECIALIST/EXTRA DUTY,366,0,,CHECKS VOIDED IN A PRIOR PERIOD,,,367038.kgilpin,,Adjusting,-$405.41
Petersburg Borough School District,19,100,100,700,140,328,TEMPORARIES,0,0,0,MONTHLY - Period Number:  5,,,TEMPORARIES,,Payroll,"$1,380.00"
Petersburg Borough School District,19,100,100,700,140,329,SUBSTITUTES/TEMPORARIES,0,0,0,MONTHLY - Period Number:  4,,,SUBSTITUTES/TEMPORARIES,,Payroll,$27.80
Petersburg Borough School District,19,100,100,700,140,329,SUBSTITUTES/TEMPORARIES,0,0,0,MONTHLY - Period Number:  5,,,SUBSTITUTES/TEMPORARIES,,Payroll,$553.40
Petersburg Borough School District,19,100,100,700,140,363,WORKERS  COMPENSATION,0,0,0,MONTHLY - Period Number:  3,,,Worker's Comp,,Payroll,$0.22
Petersburg Borough School District,19,100,100,700,140,366,RETIREMENT CONTRIBUTION-PERS,0,0,0,MONTHLY - Period Number:  4,,,PERS- DB,,Payroll,$6.12
Petersburg Borough School District,19,100,100,700,140,366,RETIREMENT CONTRIBUTION-PERS,0,0,0,MONTHLY - Period Number:  5,,,PERS- DB,,Payroll,$18.35
Petersburg Borough School District,19,100,100,700,140,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  10,,,FICA MEDICARE,,Payroll,$41.58
Petersburg Borough School District,19,100,100,700,140,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  3,,,FICA MEDICARE,,Payroll,$9.05
Petersburg Borough School District,19,100,100,700,140,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  4,,,FICA MEDICARE,,Payroll,$9.33
Petersburg Borough School District,19,100,100,700,140,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  5,,,FICA MEDICARE,,Payroll,$36.74
Petersburg Borough School District,19,100,100,700,140,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  9,,,FICA MEDICARE,,Payroll,$2.49
Petersburg Borough School District,19,100,100,700,140,368,SOCIAL SECURITY TAX,0,0,0,MONTHLY - Period Number:  5,,,FICA - SOC SEC,,Payroll,$114.70
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,366,0,,CHECKS VOIDED IN A PRIOR PERIOD,,,367038.kgilpin,,Adjusting,-$280.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V116796,0,0,AP POSTING,,,ST BRENDAN'S EPISCOPAL CHURCH                                                                                                                                                                                                                                  ,,Accounts Payable,$480.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V143441,0,0,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$97.29
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V146057,0,0,AP POSTING,,,BEVERLEY J. SIERCKS-00344                                                                                                                                                                                                                                      ,,Accounts Payable,$100.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V21325,0,0,AP POSTING,,,KEITH PERKINS                                                                                                                                                                                                                                                  ,,Accounts Payable,$120.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V22807,134,119,Direct Voucher Posting,,,DEPT OF TRANSPORATION AND PF-00186                                                                                                                                                                                                                             ,,Accounts Payable,$279.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V229850,178,161,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,$5.60
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V247367,0,0,AP POSTING,,,BEVERLEY J. SIERCKS-00344                                                                                                                                                                                                                                      ,,Accounts Payable,$200.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V249154,202,186,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$840.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V350613,0,0,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$352.85
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V352095,0,0,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$320.80
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V386650,134,119,Direct Voucher Posting,,,DEPT OF TRANSPORATION AND PF-00186                                                                                                                                                                                                                             ,,Accounts Payable,-$588.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V398632,238,222,AP POSTING,,,TIDES INN-02478                                                                                                                                                                                                                                                ,,Accounts Payable,$720.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V428219,245,224,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,$331.60
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V440029,0,0,AP POSTING,,,BEVERLEY J. SIERCKS-00344                                                                                                                                                                                                                                      ,,Accounts Payable,$120.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V440030,0,0,AP POSTING,,,JAIME CABRAL-01202                                                                                                                                                                                                                                             ,,Accounts Payable,$120.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V500729,0,0,VOID: DEPOSIT WAS RETURNED,,,ST BRENDAN'S EPISCOPAL CHURCH                                                                                                                                                                                                                                  ,,Accounts Payable,-$100.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V500729,0,0,AP POSTING,,,ST BRENDAN'S EPISCOPAL CHURCH                                                                                                                                                                                                                                  ,,Accounts Payable,$100.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V507817,248,226,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,$281.20
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V592363,0,0,AP POSTING,,,JAIME CABRAL-01202                                                                                                                                                                                                                                             ,,Accounts Payable,$200.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V61782,0,0,AP POSTING,,,JAIME CABRAL-01202                                                                                                                                                                                                                                             ,,Accounts Payable,$100.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V667911,134,119,Direct Voucher Posting,,,DEPT OF TRANSPORATION AND PF-00186                                                                                                                                                                                                                             ,,Accounts Payable,"$3,776.00"
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V745065,343,321,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$800.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V784614,0,0,AP POSTING,,,BEVERLEY J. SIERCKS-00344                                                                                                                                                                                                                                      ,,Accounts Payable,$80.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V784615,0,0,AP POSTING,,,JAIME CABRAL-01202                                                                                                                                                                                                                                             ,,Accounts Payable,$80.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V78932,134,119,Direct Voucher Posting,,,DEPT OF TRANSPORATION AND PF-00186                                                                                                                                                                                                                             ,,Accounts Payable,"$2,684.50"
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V851789,0,0,Direct Voucher Posting,,,P-CARD PROGRAM-01850                                                                                                                                                                                                                                           ,,Accounts Payable,$29.84
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V863414,0,0,AP POSTING,,,BEVERLEY J. SIERCKS-00344                                                                                                                                                                                                                                      ,,Accounts Payable,$220.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V863414,0,0,AP POSTING,,,ELIZABETH CLEMMONS                                                                                                                                                                                                                                             ,,Accounts Payable,$220.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V863414,0,0,AP POSTING,,,JAIME CABRAL-01202                                                                                                                                                                                                                                             ,,Accounts Payable,$220.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V892550,0,0,AP POSTING,,,ROBERT SIMS-02075                                                                                                                                                                                                                                              ,,Accounts Payable,$120.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V92132,0,0,AP POSTING,,,STIKINE SERVICES-02326                                                                                                                                                                                                                                         ,,Accounts Payable,$600.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V942223,0,0,AP POSTING,,,ELIZABETH CLEMMONS                                                                                                                                                                                                                                             ,,Accounts Payable,$88.00
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V954439,186,167,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,"$2,665.00"
Petersburg Borough School District,19,100,100,700,140,426,VB  TRANSPORTATION,V965097,134,119,Direct Voucher Posting,,,DEPT OF TRANSPORATION AND PF-00186                                                                                                                                                                                                                             ,,Accounts Payable,"$1,825.50"
Petersburg Borough School District,19,100,100,700,140,491,VB DUES AND  FEES,V634223,0,0,Direct Voucher Posting,,,ASAA-00239                                                                                                                                                                                                                                                     ,,Accounts Payable,$70.00
Petersburg Borough School District,19,100,100,700,150,316,CERTIFICATED EXTRA DUTY PAY,0,0,0,MONTHLY - Period Number:  11,,,CERTIFICATED EXTRA DUTY PAY,,Payroll,$814.00
Petersburg Borough School District,19,100,100,700,150,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  11,,,TRS - DBUL,,Payroll,$22.98
Petersburg Borough School District,19,100,100,700,150,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  11,,,TRS DC - HRA,,Payroll,$15.19
Petersburg Borough School District,19,100,100,700,150,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  11,,,TRS- DC,,Payroll,$56.98
Petersburg Borough School District,19,100,100,700,150,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  11,,,TRS- DC Occup Death & Disabilit,,Payroll,$0.65
Petersburg Borough School District,19,100,100,700,150,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  11,,,TRS-DC Medical Plan,,Payroll,$6.43
Petersburg Borough School District,19,100,100,700,150,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  11,,,FICA MEDICARE,,Payroll,$11.80
Petersburg Borough School District,19,100,100,700,160,316,CERTIFICATED EXTRA DUTY PAY,0,0,0,MONTHLY - Period Number:  6,,,CERTIFICATED EXTRA DUTY PAY,,Payroll,"$1,226.00"
Petersburg Borough School District,19,100,100,700,160,316,CERTIFICATED EXTRA DUTY PAY,0,0,0,MONTHLY - Period Number:  7,,,CERTIFICATED EXTRA DUTY PAY,,Payroll,"$1,226.00"
Petersburg Borough School District,19,100,100,700,160,316,CERTIFICATED EXTRA DUTY PAY,0,0,0,MONTHLY - Period Number:  8,,,CERTIFICATED EXTRA DUTY PAY,,Payroll,"$1,226.00"
Petersburg Borough School District,19,100,100,700,160,316,CERTIFICATED EXTRA DUTY PAY,0,0,0,MONTHLY - Period Number:  9,,,CERTIFICATED EXTRA DUTY PAY,,Payroll,"$1,733.00"
Petersburg Borough School District,19,100,100,700,160,322,NON-CERT SPECIALIST/EXTRA DUTY,0,0,0,MONTHLY - Period Number:  6,,,NON-CERT SPECIALIST/EXTRA DUTY,,Payroll,$840.50
Petersburg Borough School District,19,100,100,700,160,322,NON-CERT SPECIALIST/EXTRA DUTY,0,0,0,MONTHLY - Period Number:  7,,,NON-CERT SPECIALIST/EXTRA DUTY,,Payroll,$840.50
Petersburg Borough School District,19,100,100,700,160,322,NON-CERT SPECIALIST/EXTRA DUTY,0,0,0,MONTHLY - Period Number:  8,,,NON-CERT SPECIALIST/EXTRA DUTY,,Payroll,$840.50
Petersburg Borough School District,19,100,100,700,160,322,NON-CERT SPECIALIST/EXTRA DUTY,0,0,0,MONTHLY - Period Number:  9,,,NON-CERT SPECIALIST/EXTRA DUTY,,Payroll,"$1,188.50"
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  7,,,TRS - DBUL,,Payroll,$28.30
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  8,,,TRS - DBUL,,Payroll,$28.30
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  9,,,TRS - DBUL,,Payroll,$42.67
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  7,,,TRS DC - HRA,,Payroll,$29.20
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  8,,,TRS DC - HRA,,Payroll,$29.20
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  9,,,TRS DC - HRA,,Payroll,$38.61
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  7,,,TRS- DC,,Payroll,$85.82
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  8,,,TRS- DC,,Payroll,$85.82
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  9,,,TRS- DC,,Payroll,$121.31
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  7,,,TRS- DC Occup Death & Disabilit,,Payroll,$0.98
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  8,,,TRS- DC Occup Death & Disabilit,,Payroll,$0.98
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  9,,,TRS- DC Occup Death & Disabilit,,Payroll,$1.39
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  7,,,TRS-DC Medical Plan,,Payroll,$9.69
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  8,,,TRS-DC Medical Plan,,Payroll,$9.69
Petersburg Borough School District,19,100,100,700,160,365,RETIREMENT CONTRIBUTION-TRS,0,0,0,MONTHLY - Period Number:  9,,,TRS-DC Medical Plan,,Payroll,$13.69
Petersburg Borough School District,19,100,100,700,160,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  6,,,FICA MEDICARE,,Payroll,$29.97
Petersburg Borough School District,19,100,100,700,160,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  7,,,FICA MEDICARE,,Payroll,$29.97
Petersburg Borough School District,19,100,100,700,160,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  8,,,FICA MEDICARE,,Payroll,$29.97
Petersburg Borough School District,19,100,100,700,160,367,MEDICARE TAX,0,0,0,MONTHLY - Period Number:  9,,,FICA MEDICARE,,Payroll,$42.36
Petersburg Borough School District,19,100,100,700,160,368,SOCIAL SECURITY TAX,0,0,0,MONTHLY - Period Number:  6,,,FICA - SOC SEC,,Payroll,$52.11
Petersburg Borough School District,19,100,100,700,160,368,SOCIAL SECURITY TAX,0,0,0,MONTHLY - Period Number:  7,,,FICA - SOC SEC,,Payroll,$52.11
Petersburg Borough School District,19,100,100,700,160,368,SOCIAL SECURITY TAX,0,0,0,MONTHLY - Period Number:  8,,,FICA - SOC SEC,,Payroll,$52.11
Petersburg Borough School District,19,100,100,700,160,368,SOCIAL SECURITY TAX,0,0,0,MONTHLY - Period Number:  9,,,FICA - SOC SEC,,Payroll,$73.69
Petersburg Borough School District,19,100,100,700,160,426,CHEERLEADING TRANSPORTATION,V111780,342,322,AP POSTING,,,PETERSBURG PARKS & RECREATIO-01895                                                                                                                                                                                                                             ,,Accounts Payable,$87.50
Petersburg Borough School District,19,100,100,700,160,426,CHEERLEADING TRANSPORTATION,V21780,0,0,AP POSTING,,,FAIRFIELD INN & SUITES-00874                                                                                                                                                                                                                                   ,,Accounts Payable,$178.00
Petersburg Borough School District,19,100,100,700,160,426,CHEERLEADING TRANSPORTATION,V313440,409,385,AP POSTING,,,BUSINESS CARD-00283                                                                                                                                                                                                                                            ,,Accounts Payable,"$1,396.80"
Petersburg Borough School District,19,100,100,700,160,426,CHEERLEADING TRANSPORTATION,V484391,0,0,AP POSTING,,,MT EDGECUMBE HIGH SCHOOL-01639                                                                                                                                                                                                                                 ,,Accounts Payable,$120.00
Petersburg Borough School District,19,100,100,700,160,426,CHEERLEADING TRANSPORTATION,V548016,0,0,AP POSTING,,,REBECCA STEFFENSON                                                                                                                                                                                                                                             ,,Accounts Payable,$220.00
Petersburg Borough School District,19,100,100,700,160,426,CHEERLEADING TRANSPORTATION,V548017,0,0,AP POSTING,,,SARA HADAD-DEMBS                                                                                                                                                                                                                                               ,,Accounts Payable,$220.00
Petersburg Borough School District,19,100,100,700,160,426,CHEERLEADING TRANSPORTATION,V620639,0,0,AP POSTING,,,REBECCA STEFFENSON                                                                                                                                                                                                                                             ,,Accounts Payable,$92.00
Petersburg Borough School District,19,100,100,700,160,426,CHEERLEADING TRANSPORTATION,V620640,0,0,AP POSTING,,,SARA HADAD-DEMBS                                                                                                                                                                                                                                               ,,Accounts Payable,$92.00
