District_Name,Fiscal_Year,Fund_Code,School_Code,Function_Code,Program_Code,Object_Code,Account_Name,Description,Budget,Encumbrance,Amount,Date,Reference_Type,Reference,Check_Key,Claim_No,Received_From,Vendor_Number,Vendor_Name,Invoice_Number,Batch_Year,BatchNo
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-110.27,0,10/31/2018,P,19001074, ,34466,,1627,"LORENCE, DEBORAH S.           ",                   ,19,94
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,2000,0,11/1/2018,O,19001107, , ,,848,GLENNALLEN TRUE VALUE         ,                   ,19,96
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR BOTTLED GAS AND MI,0,-328.8,0,11/9/2018,P,19001048, ,34564,,874,AIR LIQUIDE AMERICA L.P.      ,                   ,19,108
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SUPP,0,-21.86,0,11/9/2018,P,19001050, ,34567,,848,GLENNALLEN TRUE VALUE         ,                   ,19,108
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-26,0,11/9/2018,P,19001074, ,34568,,1627,"LORENCE, DEBORAH S.           ",                   ,19,108
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-25.33,0,11/26/2018,P,19001074, ,34632,,1627,"LORENCE, DEBORAH S.           ",                   ,19,116
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-31.42,0,11/26/2018,P,19001074, ,34633,,1627,"LORENCE, DEBORAH S.           ",                   ,19,116
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-315.21,0,11/26/2018,P,19001074, ,34631,,1627,"LORENCE, DEBORAH S.           ",                   ,19,116
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-160.25,0,12/7/2018,P,19001074, ,34788,,1627,"LORENCE, DEBORAH S.           ",                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-74.64,0,12/7/2018,P,19001074, ,34786,,1627,"LORENCE, DEBORAH S.           ",                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-20.26,0,12/7/2018,P,19001074, ,34787,,1627,"LORENCE, DEBORAH S.           ",                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-2.09,0,12/7/2018,P,19001074, ,34785,,1627,"LORENCE, DEBORAH S.           ",                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-166.72,0,12/7/2018,P,19001049, ,34777,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SUPP,0,-46.57,0,12/7/2018,P,19001050, ,34784,,848,GLENNALLEN TRUE VALUE         ,                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SUPP,0,-95.59,0,12/7/2018,P,19001050, ,34783,,848,GLENNALLEN TRUE VALUE         ,                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-115.55,0,12/7/2018,P,19001049, ,34778,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-37.96,0,12/7/2018,P,19001049, ,34780,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-15.88,0,12/7/2018,P,19001049, ,34779,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR BOTTLED GAS AND MI,0,-1671.2,0,12/7/2018,P,19001048, ,34775,,874,AIR LIQUIDE AMERICA L.P.      ,                   ,19,126
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-31.68,0,12/19/2018,P,19001074, ,34922,,1627,"LORENCE, DEBORAH S.           ",                   ,19,139
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-253.93,0,1/7/2019,P,19001107, ,35027,,848,GLENNALLEN TRUE VALUE         ,                   ,19,148
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-42.99,0,1/7/2019,P,19001107, ,35026,,848,GLENNALLEN TRUE VALUE         ,                   ,19,148
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-10.37,0,2/4/2019,P,19001074, ,35299,,1627,"LORENCE, DEBORAH S.           ",                   ,19,194
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-36.19,0,2/4/2019,P,19001074, ,35298,,1627,"LORENCE, DEBORAH S.           ",                   ,19,194
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-23.04,0,2/4/2019,P,19001074, ,35300,,1627,"LORENCE, DEBORAH S.           ",                   ,19,194
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-8.87,0,2/4/2019,P,19001074, ,35301,,1627,"LORENCE, DEBORAH S.           ",                   ,19,194
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-64.94,0,2/8/2019,P,19001107, ,35373,,848,GLENNALLEN TRUE VALUE         ,                   ,19,201
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-19.99,0,2/19/2019,P,19001049, ,35472,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,226
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-89.51,0,2/19/2019,P,19001074, ,35476,,1627,"LORENCE, DEBORAH S.           ",                   ,19,226
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-125.49,0,2/19/2019,P,19001049, ,35471,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,226
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SUPP,0,-33.56,0,3/7/2019,P,19001050, ,35607,,848,GLENNALLEN TRUE VALUE         ,                   ,19,242
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-49.59,0,3/7/2019,P,19001074, ,35628,,1627,"LORENCE, DEBORAH S.           ",                   ,19,242
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SUPP,0,-4.98,0,3/7/2019,P,19001050, ,35608,,848,GLENNALLEN TRUE VALUE         ,                   ,19,242
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-115.23,0,3/7/2019,P,19001049, ,35601,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,242
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-43.96,0,3/7/2019,P,19001049, ,35602,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,242
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-35.97,0,3/7/2019,P,19001049, ,35600,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,242
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SUPP,0,-12.47,0,3/7/2019,P,19001050, ,35606,,848,GLENNALLEN TRUE VALUE         ,                   ,19,242
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-73.22,0,3/29/2019,P,19001074, ,35766,,1627,"LORENCE, DEBORAH S.           ",                   ,19,263
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-30.97,0,3/29/2019,P,19001074, ,35767,,1627,"LORENCE, DEBORAH S.           ",                   ,19,263
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-31.37,0,3/29/2019,P,19001074, ,35765,,1627,"LORENCE, DEBORAH S.           ",                   ,19,263
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-30.3,0,3/29/2019,P,19001074, ,35768,,1627,"LORENCE, DEBORAH S.           ",                   ,19,263
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-66.14,0,4/29/2019,P,19001074, ,36011,,1627,"LORENCE, DEBORAH S.           ",                   ,19,296
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-77.55,0,4/29/2019,P,19001074, ,36008,,1627,"LORENCE, DEBORAH S.           ",                   ,19,296
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-92.19,0,4/29/2019,P,19001074, ,36009,,1627,"LORENCE, DEBORAH S.           ",                   ,19,296
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-49.45,0,4/29/2019,P,19001074, ,36010,,1627,"LORENCE, DEBORAH S.           ",                   ,19,296
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-13.12,0,4/29/2019,P,19001074, ,36007,,1627,"LORENCE, DEBORAH S.           ",                   ,19,296
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-3.39,0,5/7/2019,P,19001074, ,36045,,1627,"LORENCE, DEBORAH S.           ",                   ,19,305
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-8.68,0,5/7/2019,P,19001074, ,36049,,1627,"LORENCE, DEBORAH S.           ",                   ,19,305
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-6.19,0,5/7/2019,P,19001074, ,36050,,1627,"LORENCE, DEBORAH S.           ",                   ,19,305
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-9.63,0,5/7/2019,P,19001074, ,36048,,1627,"LORENCE, DEBORAH S.           ",                   ,19,305
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-10.17,0,5/7/2019,P,19001074, ,36046,,1627,"LORENCE, DEBORAH S.           ",                   ,19,305
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-3.47,0,5/7/2019,P,19001074, ,36047,,1627,"LORENCE, DEBORAH S.           ",                   ,19,305
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-13.99,0,5/15/2019,P,19001049, ,36123,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,315
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-9.99,0,5/24/2019,P,19001074, ,36226,,1627,"LORENCE, DEBORAH S.           ",                   ,19,323
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-9.58,0,5/24/2019,P,19001074, ,36227,,1627,"LORENCE, DEBORAH S.           ",                   ,19,323
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-58.19,0,6/10/2019,P,19001074, ,36347,,1627,"LORENCE, DEBORAH S.           ",                   ,19,340
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-126.95,0,6/10/2019,P,19001049, ,36379,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,343
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-20.92,0,6/10/2019,P,19001049, ,36380,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,343
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-20.43,0,6/10/2019,P,19001049, ,36378,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,343
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-14.14,0,6/10/2019,P,19001074, ,36346,,1627,"LORENCE, DEBORAH S.           ",                   ,19,340
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,SUPPLIES FOR FACS - 2018-19 SY,0,-1298.56,0,6/10/2019,P,19001074, ,36348,,1627,"LORENCE, DEBORAH S.           ",                   ,19,340
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SHOP,0,-1638.14,0,6/30/2019,O,19001107, , ,,848,GLENNALLEN TRUE VALUE         ,                   ,19,367
Copper River School District,19,100,7,160,0,451,TEACHING SUPPLIES,OPEN PO FOR MISCELLANEOUS SUPP,0,-104.04,0,6/30/2019,O,19001050, , ,,848,GLENNALLEN TRUE VALUE         ,                   ,19,367
Copper River School District,19,100,7,160,0,510,EQUIPMENT,FREIGHT,0,0,750,6/30/2019,P,,WA00078733,36402,,2934,"COPPER RIVER AUTO PARTS, INC. ", 387107-FREI       ,19,357
Copper River School District,19,100,7,160,0,510,EQUIPMENT,RJ7000Y - 7K ROLLING BRIDGE,0,0,2265.66,6/30/2019,P,19001236,WA00078733,36427,,2934,"COPPER RIVER AUTO PARTS, INC. ",387107,19,358
Copper River School District,19,100,7,160,0,510,EQUIPMENT,SM14N102YRD - ROTARY LIFT,0,0,2733.34,6/30/2019,P,19001236,WA00078733,36427,,2934,"COPPER RIVER AUTO PARTS, INC. ",387107,19,358
Copper River School District,19,100,7,160,0,510,EQUIPMENT,CORRECT YE RECEIVABLES JE - RA,0,0,4999,6/30/2019,J,1336, , ,,         ,                              ,                   ,19,427
Copper River School District,19,100,7,160,0,510,EQUIPMENT,FY19 Receivables General,0,0,-4999,6/30/2019,J,1315, , ,,         ,                              ,                   ,19,410
Copper River School District,19,100,7,160,0,510,EQUIPMENT,RJ7000Y - 7K ROLLING BRIDGE,0,2265.66,0,6/13/2019,O,19001236, , ,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,345
Copper River School District,19,100,7,160,0,510,EQUIPMENT,SM14N102YRD - ROTARY LIFT,0,2733.34,0,6/13/2019,O,19001236, , ,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,345
Copper River School District,19,100,7,160,0,510,EQUIPMENT,SM14N102YRD - ROTARY LIFT,0,-2733.34,0,6/30/2019,P,19001236, ,36427,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,358
Copper River School District,19,100,7,160,0,510,EQUIPMENT,RJ7000Y - 7K ROLLING BRIDGE,0,-2265.66,0,6/30/2019,P,19001236, ,36427,,2934,"COPPER RIVER AUTO PARTS, INC. ",                   ,19,358
Copper River School District,19,100,4,200,0,315,TEACHER,08/15/2018 PAYROLL - LABOR DIS,0,0,337.4,8/31/2018,J,1172, , ,,         ,                              ,                   ,19,41
Copper River School District,19,100,4,200,0,315,TEACHER,9/15/2018 PAYROLL LABOR DISTRI,0,0,1135.98,9/28/2018,J,1180, , ,,         ,                              ,                   ,19,59
Copper River School District,19,100,4,200,0,315,TEACHER,10/15/2018 PAYROLL,0,0,1068.5,10/31/2018,J,1185, , ,,         ,                              ,                   ,19,91
Copper River School District,19,100,4,200,0,315,TEACHER,11/15/2018 PAYROLL - LABOR DIS,0,0,1068.5,11/30/2018,J,1197, , ,,         ,                              ,                   ,19,119
Copper River School District,19,100,4,200,0,315,TEACHER,12/15/2018 PAYROLL - LABOR DIS,0,0,1068.5,12/21/2018,J,1200, , ,,         ,                              ,                   ,19,136
Copper River School District,19,100,4,200,0,315,TEACHER,1/15/2019 PAYROLL LAB DIST,0,0,1068.5,1/31/2019,J,1224, , ,,         ,                              ,                   ,19,186
Copper River School District,19,100,4,200,0,315,TEACHER,2/15/2019 PAYROLL - LABOR DIST,0,0,1068.5,2/28/2019,J,1240, , ,,         ,                              ,                   ,19,233
Copper River School District,19,100,4,200,0,315,TEACHER,3/15/2019 PAYROLL - LABOR DIST,0,0,1068.5,3/29/2019,J,1245, , ,,         ,                              ,                   ,19,253
Copper River School District,19,100,4,200,0,315,TEACHER,4/15/2019 PR LABOR DIST,0,0,1068.5,4/30/2019,J,1258, , ,,         ,                              ,                   ,19,292
Copper River School District,19,100,4,200,0,315,TEACHER,5/15/2019 PAYROLL - LABOR DIST,0,0,1131,5/31/2019,J,1263, , ,,         ,                              ,                   ,19,325
Copper River School District,19,100,4,200,0,315,TEACHER,06/15/2019 PAYROLL LABOR DIST,0,0,1068.5,6/28/2019,J,1276, , ,,         ,                              ,                   ,19,353
Copper River School District,19,100,4,200,0,315,TEACHER,7/15/2019 CERT/ADM PAYROLL - L,0,0,1068.5,6/29/2019,J,1281, , ,,         ,                              ,                   ,19,368
Copper River School District,19,100,4,200,0,315,TEACHER,8/15/2019 CERT PAYROLL LABOR D,0,0,1067.75,6/30/2019,J,1284, , ,,         ,                              ,                   ,19,371
Copper River School District,19,100,6,200,0,315,TEACHER,08/15/2018 PAYROLL - LABOR DIS,0,0,3442.31,8/31/2018,J,1172, , ,,         ,                              ,                   ,19,41
Copper River School District,19,100,6,200,0,315,TEACHER,9/15/2018 PAYROLL LABOR DISTRI,0,0,14419.68,9/28/2018,J,1180, , ,,         ,                              ,                   ,19,59
Copper River School District,19,100,6,200,0,315,TEACHER,10/15/2018 PAYROLL,0,0,13805.05,10/31/2018,J,1185, , ,,         ,                              ,                   ,19,91
Copper River School District,19,100,6,200,0,315,TEACHER,11/15/2018 PAYROLL - LABOR DIS,0,0,13805.05,11/30/2018,J,1197, , ,,         ,                              ,                   ,19,119
Copper River School District,19,100,6,200,0,315,TEACHER,12/15/2018 PAYROLL - LABOR DIS,0,0,13805.05,12/21/2018,J,1200, , ,,         ,                              ,                   ,19,136
Copper River School District,19,100,6,200,0,315,TEACHER,1/15/2019 PAYROLL LAB DIST,0,0,13805.05,1/31/2019,J,1224, , ,,         ,                              ,                   ,19,186
Copper River School District,19,100,6,200,0,315,TEACHER,2/15/2019 PAYROLL - LABOR DIST,0,0,10094.35,2/28/2019,J,1240, , ,,         ,                              ,                   ,19,233
Copper River School District,19,100,6,200,0,315,TEACHER,3/15/2019 PAYROLL - LABOR DIST,0,0,10094.35,3/29/2019,J,1245, , ,,         ,                              ,                   ,19,253
Copper River School District,19,100,6,200,0,315,TEACHER,4/15/2019 PR LABOR DIST,0,0,10094.35,4/30/2019,J,1258, , ,,         ,                              ,                   ,19,292
Copper River School District,19,100,6,200,0,315,TEACHER,5/15/2019 PAYROLL - LABOR DIST,0,0,10344.35,5/31/2019,J,1263, , ,,         ,                              ,                   ,19,325
Copper River School District,19,100,6,200,0,315,TEACHER,06/15/2019 PAYROLL LABOR DIST,0,0,10489.35,6/28/2019,J,1276, , ,,         ,                              ,                   ,19,353
Copper River School District,19,100,6,200,0,315,TEACHER,7/15/2019 CERT/ADM PAYROLL - L,0,0,10094.35,6/29/2019,J,1281, , ,,         ,                              ,                   ,19,368
Copper River School District,19,100,6,200,0,315,TEACHER,8/15/2019 CERT PAYROLL LABOR D,0,0,10088.6,6/30/2019,J,1284, , ,,         ,                              ,                   ,19,371
Copper River School District,19,100,6,200,0,315,TEACHER,CODING CORRECTION - M PICK,0,0,-19725.16,1/31/2019,J,1227, , ,,         ,                              ,                   ,19,196
Copper River School District,19,100,7,200,0,315,TEACHER,08/15/2018 PAYROLL - LABOR DIS,0,0,3165.82,8/31/2018,J,1172, , ,,         ,                              ,                   ,19,41
Copper River School District,19,100,7,200,0,315,TEACHER,9/15/2018 PAYROLL LABOR DISTRI,0,0,6509.46,9/28/2018,J,1180, , ,,         ,                              ,                   ,19,59
Copper River School District,19,100,7,200,0,315,TEACHER,10/15/2018 PAYROLL,0,0,6361.04,10/31/2018,J,1185, , ,,         ,                              ,                   ,19,91
Copper River School District,19,100,7,200,0,315,TEACHER,11/15/2018 PAYROLL - LABOR DIS,0,0,6361.04,11/30/2018,J,1197, , ,,         ,                              ,                   ,19,119
Copper River School District,19,100,7,200,0,315,TEACHER,12/15/2018 PAYROLL - LABOR DIS,0,0,6361.04,12/21/2018,J,1200, , ,,         ,                              ,                   ,19,136
Copper River School District,19,100,7,200,0,315,TEACHER,1/15/2019 PAYROLL LAB DIST,0,0,6361.04,1/31/2019,J,1224, , ,,         ,                              ,                   ,19,186
Copper River School District,19,100,7,200,0,315,TEACHER,2/15/2019 PAYROLL - LABOR DIST,0,0,11559.74,2/28/2019,J,1240, , ,,         ,                              ,                   ,19,233
Copper River School District,19,100,7,200,0,315,TEACHER,3/15/2019 PAYROLL - LABOR DIST,0,0,10071.74,3/29/2019,J,1245, , ,,         ,                              ,                   ,19,253
Copper River School District,19,100,7,200,0,315,TEACHER,4/15/2019 PR LABOR DIST,0,0,10071.74,4/30/2019,J,1258, , ,,         ,                              ,                   ,19,292
Copper River School District,19,100,7,200,0,315,TEACHER,5/15/2019 PAYROLL - LABOR DIST,0,0,10159.74,5/31/2019,J,1263, , ,,         ,                              ,                   ,19,325
Copper River School District,19,100,7,200,0,315,TEACHER,06/15/2019 PAYROLL LABOR DIST,0,0,10071.74,6/28/2019,J,1276, , ,,         ,                              ,                   ,19,353
Copper River School District,19,100,7,200,0,315,TEACHER,7/15/2019 CERT/ADM PAYROLL - L,0,0,10071.74,6/29/2019,J,1281, , ,,         ,                              ,                   ,19,368
Copper River School District,19,100,7,200,0,315,TEACHER,8/15/2019 CERT PAYROLL LABOR D,0,0,10064.78,6/30/2019,J,1284, , ,,         ,                              ,                   ,19,371
Copper River School District,19,100,7,200,0,315,TEACHER,CODING CORRECTION - M PICK,0,0,19725.16,1/31/2019,J,1227, , ,,         ,                              ,                   ,19,196
Copper River School District,19,100,8,200,0,315,TEACHER,08/15/2018 PAYROLL - LABOR DIS,0,0,752.58,8/31/2018,J,1172, , ,,         ,                              ,                   ,19,41
Copper River School District,19,100,8,200,0,315,TEACHER,9/15/2018 PAYROLL LABOR DISTRI,0,0,1975.5,9/28/2018,J,1180, , ,,         ,                              ,                   ,19,59
Copper River School District,19,100,8,200,0,315,TEACHER,10/15/2018 PAYROLL,0,0,1975.5,10/31/2018,J,1185, , ,,         ,                              ,                   ,19,91
Copper River School District,19,100,8,200,0,315,TEACHER,11/15/2018 PAYROLL - LABOR DIS,0,0,1975.5,11/30/2018,J,1197, , ,,         ,                              ,                   ,19,119
Copper River School District,19,100,8,200,0,315,TEACHER,12/15/2018 PAYROLL - LABOR DIS,0,0,1975.5,12/21/2018,J,1200, , ,,         ,                              ,                   ,19,136
Copper River School District,19,100,8,200,0,315,TEACHER,1/15/2019 PAYROLL LAB DIST,0,0,1975.5,1/31/2019,J,1224, , ,,         ,                              ,                   ,19,186
Copper River School District,19,100,8,200,0,315,TEACHER,2/15/2019 PAYROLL - LABOR DIST,0,0,1975.5,2/28/2019,J,1240, , ,,         ,                              ,                   ,19,233
Copper River School District,19,100,8,200,0,315,TEACHER,3/15/2019 PAYROLL - LABOR DIST,0,0,1975.5,3/29/2019,J,1245, , ,,         ,                              ,                   ,19,253
Copper River School District,19,100,8,200,0,315,TEACHER,4/15/2019 PR LABOR DIST,0,0,1975.5,4/30/2019,J,1258, , ,,         ,                              ,                   ,19,292
Copper River School District,19,100,8,200,0,315,TEACHER,5/15/2019 PAYROLL - LABOR DIST,0,0,1975.5,5/31/2019,J,1263, , ,,         ,                              ,                   ,19,325
Copper River School District,19,100,8,200,0,315,TEACHER,06/15/2019 PAYROLL LABOR DIST,0,0,1975.5,6/28/2019,J,1276, , ,,         ,                              ,                   ,19,353
Copper River School District,19,100,8,200,0,315,TEACHER,7/15/2019 CERT/ADM PAYROLL - L,0,0,1975.5,6/29/2019,J,1281, , ,,         ,                              ,                   ,19,368
Copper River School District,19,100,8,200,0,315,TEACHER,8/15/2019 CERT PAYROLL LABOR D,0,0,1976,6/30/2019,J,1284, , ,,         ,                              ,                   ,19,371
Copper River School District,19,100,4,200,0,323,AIDES,9/15/2018 PAYROLL LABOR DISTRI,0,0,2550.42,9/28/2018,J,1180, , ,,         ,                              ,                   ,19,59
Copper River School District,19,100,4,200,0,323,AIDES,10/15/2018 PAYROLL,0,0,2967.12,10/31/2018,J,1185, , ,,         ,                              ,                   ,19,91
Copper River School District,19,100,4,200,0,323,AIDES,11/15/2018 PAYROLL - LABOR DIS,0,0,3684.6,11/30/2018,J,1197, , ,,         ,                              ,                   ,19,119
Copper River School District,19,100,4,200,0,323,AIDES,12/15/2018 PAYROLL - LABOR DIS,0,0,3317.52,12/21/2018,J,1200, , ,,         ,                              ,                   ,19,136
Copper River School District,19,100,4,200,0,323,AIDES,1/15/2019 PAYROLL LAB DIST,0,0,2624.19,1/31/2019,J,1224, , ,,         ,                              ,                   ,19,186
Copper River School District,19,100,4,200,0,323,AIDES,2/15/2019 PAYROLL - LABOR DIST,0,0,3850.71,2/28/2019,J,1240, , ,,         ,                              ,                   ,19,233
Copper River School District,19,100,4,200,0,323,AIDES,3/15/2019 PAYROLL - LABOR DIST,0,0,2170.02,3/29/2019,J,1245, , ,,         ,                              ,                   ,19,253
Copper River School District,19,100,4,200,0,323,AIDES,4/15/2019 PR LABOR DIST,0,0,3521.01,4/30/2019,J,1258, , ,,         ,                              ,                   ,19,292
Copper River School District,19,100,4,200,0,323,AIDES,5/15/2019 PAYROLL - LABOR DIST,0,0,3510.06,5/31/2019,J,1263, , ,,         ,                              ,                   ,19,325
Copper River School District,19,100,4,200,0,323,AIDES,06/15/2019 PAYROLL LABOR DIST,0,0,1022.28,6/28/2019,J,1276, , ,,         ,                              ,                   ,19,353
Copper River School District,19,100,6,200,0,323,AIDES,08/15/2018 PAYROLL - LABOR DIS,0,0,748.8,8/31/2018,J,1172, , ,,         ,                              ,                   ,19,41
Copper River School District,19,100,6,200,0,323,AIDES,9/15/2018 PAYROLL LABOR DISTRI,0,0,14268.04,9/28/2018,J,1180, , ,,         ,                              ,                   ,19,59
Copper River School District,19,100,6,200,0,323,AIDES,10/15/2018 PAYROLL,0,0,12733.06,10/31/2018,J,1185, , ,,         ,                              ,                   ,19,91
